"GSM712478"	"GSM712479"	"GSM712480"	"GSM712481"	"GSM712482"	"GSM712483"	"GSM712484"	"GSM712485"	"GSM712486"	"GSM712487"	"GSM712488"	"GSM712489"	"GSM712490"	"GSM712491"	"GSM712492"	"GSM712493"	"GSM712494"	"GSM712495"	"GSM712496"	"GSM712497"	"GSM712498"	"GSM712499"	"GSM712500"	"GSM712501"	"GSM712502"	"GSM712503"	"GSM712504"	"GSM712505"	"GSM712506"	"GSM712507"
"RP11-796E2.4"	9.5381	9.4146	7.7746	8.599	7.928	8.0855	8.0605	9.1531	8.7099	9.1919	8.6138	9.3625	9.2159	9.1756	9.1273	9.1394	8.8159	9.3883	9.3575	9.7853	10.1739	8.9202	8.8613	9.5669	9.2364	9.5483	10.2032	10.1601	9.6192	9.8202
"RP11-798M19.6"	3.8145	4.7398	1.8315	5.877	2.8604	5.7414	6.5341	2.9626	5.382	2.5016	4.0712	3.1652	4.6588	3.3934	5.9023	1.2919	4.5671	3.4039	1.3602	3.485	6.5256	0.8553	2.6733	4.3762	6.5362	7.072	5.8245	7.0866	5.8727	4.4202
"RP11-799D4.4"	3.7959	7.0817	3.583	1.8644	4.8802	2.6268	3.6727	4.0903	3.0123	2.8196	3.297	6.294	4.7946	2.5234	6.1349	5.5853	4.09	3.8604	3.8057	2.2347	2.4054	5.1349	3.6854	3.699	1.3158	4.1052	4.136	3.772	2.0352	4.103
"RP11-79P5.2"	3.5776	4.9644	4.0546	3.6012	5.4498	2.5762	4.9961	5.2207	4.233	5.2122	2.5571	5.6007	2.8617	4.617	6.2999	3.1717	2.3862	4.346	3.5677	2.8814	3.7338	2.7227	4.5147	2.7048	3.4922	3.1961	5.1413	4.3331	3.0331	3.2185
"RP11-79P5.9"	4.6711	3.0468	2.0154	3.5428	2.5041	2.094	3.7342	2.9937	2.8407	6.0203	3.6255	3.0252	2.088	3.1628	3.6384	3.2965	3.8644	2.3601	4.6018	3.7247	4.3372	1.6673	3.2081	3.9297	3.3431	2.7935	4.9752	5.2479	3.5806	3.3818
"RP11-7F17.4"	4.8825	4.9753	3.3282	4.7828	4.6396	3.028	4.6179	6.3353	3.5508	6.0001	4.7995	1.8527	3.4679	4.2149	2.9436	5.4601	5.1664	5.3422	2.1188	2.9816	5.4939	3.9877	4.6805	3.6747	1.8703	3.0631	3.102	5.8398	2.136	6.1981
"RP11-803D5.4"	8.9703	7.8535	7.4887	5.4049	8.6593	8.0857	5.3977	8.5158	7.567	5.8884	7.6149	8.0794	7.8241	7.7633	8.241	7.2896	7.9449	7.2796	7.6368	7.2313	7.4346	7.4295	7.7251	7.8281	7.7837	6.9795	8.4089	7.706	8.4105	8.328
"RP11-804H8.6"	6.5018	8.3899	7.5992	5.102	8.1062	7.1518	7.2887	5.6857	7.1416	6.8934	6.4283	6.8907	5.1513	7.2283	7.5507	5.973	7.2271	7.4439	3.8563	5.5594	6.7803	7.0772	7.7922	7.704	6.5802	7.3382	5.6688	7.9937	7.3811	5.5648
"RP11-805I24.3"	9.4481	10.2451	7.8219	8.5081	8.1311	8.7475	9.7032	9.2216	7.2078	8.4537	8.781	8.5825	8.3217	8.069	7.8504	8.5797	8.1003	9.6753	9.3519	8.8645	9.2063	8.4215	7.4542	7.7117	8.421	9.5712	9.6018	9.4754	8.5514	10.0287
"RP11-806L2.2"	4.3781	6.072	2.8277	4.5602	5.9065	3.1808	4.3956	3.5745	5.7284	5.7691	3.0928	3.6893	3.3901	6.7415	3.3715	5.0777	1.7251	6.5337	5.6639	6.3489	4.2766	3.0326	5.6164	3.9876	3.2289	5.4081	4.3444	7.9074	7.2038	6.6691
"RP11-809F4.3"	5.9529	3.8606	1.7652	0.5498	1.2025	2.7894	2.2361	6.0649	3.2902	2.742	6.2486	3.468	5.1169	3.9203	1.5293	1.9854	1.9815	2.5106	1.6488	4.1752	1.1814	3.219	2.0509	4.956	1.84	5.5995	3.1507	3.1623	6.2085	2.9491
"RP11-812E19.3///RP11-989E6.3///SLC6A10P///SLC6A8"	5.3977	5.1675	7.0255	4.6918	4.4862	6.3044	6.0715	6.6833	7.443	6.867	4.9961	6.7664	6.4059	6.8082	4.6804	6.7623	6.3134	6.8692	7.4265	4.557	7.1341	3.77	4.3943	4.481	5.7422	6.8153	6.3172	5.1785	7.1928	6.6801
"RP11-819C21.1"	5.4561	6.4093	5.6285	6.8016	5.7301	5.7698	6.3852	7.5388	6.4656	7.3057	7.0205	5.6674	7.2255	7.2054	7.4728	6.9816	7.7256	5.3075	6.2719	7.5398	7.784	7.2636	7.066	6.6187	7.1284	6.6714	7.7248	5.9912	6.7771	6.7993
"RP11-82L18.2"	8.2803	9.27	8.0215	8.2596	9.1979	7.2185	8.0943	9.0877	7.9993	6.8576	7.6327	7.5787	8.4642	8.202	8.2549	7.5063	7.5202	8.3895	8.4353	8.7505	8.7375	7.1697	8.2384	8.5521	7.6861	8.6967	8.7303	8.4203	8.5373	8.7514
"RP11-83N9.5"	6.6958	6.722	8.2062	7.6584	5.6324	7.5819	8.1694	7.7178	5.7468	6.1269	6.2836	6.8447	6.364	5.6686	6.0701	6.0391	6.293	6.4085	6.5501	5.6797	6.2651	5.8444	6.16	6.2174	6.748	5.83	7.1818	7.1325	6.7432	7.896
"RP11-843B15.2"	9.7001	9.1066	7.7495	9.2672	8.6106	8.8159	8.5383	6.6943	7.2021	8.0813	8.8648	7.9179	8.4886	8.3573	8.6272	8.621	7.2676	8.8847	9.1853	7.2427	8.6044	7.7675	6.9588	8.417	8.0605	8.4739	9.2156	9.2385	6.7799	9.2645
"RP11-845C23.3"	7.5532	5.4027	7.3936	7.4126	7.6694	7.6584	8.5036	7.0693	6.0024	6.1898	7.5881	7.0124	7.2631	6.1267	7.3995	4.9099	4.0775	7.5723	7.8089	7.418	8.1341	6.8841	7.1476	6.6416	6.8292	6.724	6.5994	8.2497	7.686	8.6893
"RP11-847H18.2"	7.7724	4.9907	6.0324	7.4066	4.8706	6.9287	5.2181	4.5442	6.7091	7.3663	6.8977	3.5035	4.307	7.0466	6.9647	7.7177	6.9243	6.426	4.6637	7.6514	6.5256	6.0995	4.3508	6.7393	6.9282	6.8881	6.791	5.4922	5.4489	7.5765
"RP11-84D1.2"	7.8926	5.6948	7.0139	7.493	7.2856	7.5054	6.5511	7.0126	6.2772	7.2229	4.7668	7.1743	6.8388	6.8082	5.5804	7.1246	6.2861	6.927	5.5385	8.3094	6.1613	6.4576	6.1104	5.0274	7.2187	7.9919	8.4209	7.353	7.0164	8.5284
"RP11-85A1.3"	6.0402	5.1163	3.9369	5.7018	3.7725	5.8699	6.2822	4.3536	4.8423	4.7515	5.6656	4.2738	4.5575	5.2216	5.7027	4.924	4.3145	5.5828	3.7934	5.9902	4.2533	4.1304	3.6711	4.8042	4.2985	5.254	6.2848	4.3176	5.385	7.1069
"RP11-862L9.3"	5.9144	7.577	6.0204	6.9482	5.9058	6.0811	5.3508	6.4935	6.4582	6.3507	6.1747	4.9256	3.283	4.2835	6.7411	6.3534	3.8775	6.9787	5.7909	6.5707	6.7332	6.0502	5.2688	6.4274	6.0422	4.5113	7.6632	5.7772	6.887	7.9692
"RP11-873E20.1"	8.0595	6.9869	3.4959	5.9062	5.6523	2.5352	4.2332	5.947	5.2552	5.7595	3.3334	5.3932	5.9693	6.1804	6.6313	4.9187	5.9265	6.1903	6.2013	6.864	5.8458	5.0986	6.2469	6.2044	6.3145	6.1525	7.4875	5.7197	7.1728	7.0647
"RP11-874J12.4"	6.6737	6.8228	6.6923	6.6596	6.6551	7.0671	8.6181	7.8955	7.0673	7.4109	8.1991	8.0857	7.8451	5.9776	7.5282	8.2748	6.9433	7.8198	7.8287	7.2398	7.5014	7.4514	6.8777	8.0465	7.5419	8.5003	8.0061	8.1415	8.2373	8.3664
"RP11-884K10.7"	7.6842	7.7638	5.1905	6.5114	7.124	4.5677	6.0755	6.7417	8.0993	7.6208	7.5667	7.5517	7.8733	7.9298	7.8054	6.952	7.6474	7.8178	8.0831	7.7837	8.5107	7.7379	8.0602	7.901	6.7167	6.2188	6.0444	8.0495	7.2394	6.7958
"RP11-893F2.14"	6.3046	7.7321	6.1753	6.0084	6.3269	6.1732	6.3251	5.7153	5.3749	5.6665	6.2563	5.9322	5.9998	5.3114	5.5213	4.74	4.7634	5.9154	6.3465	5.1807	6.5557	4.5498	4.452	5.4611	4.2157	6.5708	5.7881	5.7744	5.8104	5.404
"RP11-90C4.2"	5.6956	4.4784	4.6195	5.9403	4.1572	4.5892	4.4687	5.0528	3.0106	4.3054	4.7618	4.4851	3.0246	4.6704	2.914	3.8805	2.5972	2.9988	3.5446	5.3328	4.976	3.552	3.4916	4.1335	4.0283	5.2124	4.7467	5.5192	4.302	4.2855
"RP11-90P13.1"	4.9493	6.7304	4.648	5.2787	5.1553	8.111	5.7996	5.318	5.7305	5.4419	6.3774	6.3376	4.6105	6.9561	5.9087	7.2084	4.4289	7.0654	8.3526	6.1459	8.1281	3.3441	4.543	7.3795	6.2468	5.2111	7.3145	5.5733	4.1618	6.7826
"RP11-91I8.1"	6.1528	2.8489	5.2506	7.2779	2.9492	2.8604	4.5765	4.4714	5.6332	4.6992	2.7722	6.1568	6.0777	5.5237	4.8196	6.3515	1.6519	6.8101	4.8632	4.1291	6.6943	5.4589	3.9495	2.3491	6.6563	5.3071	4.5717	4.4164	3.1361	6.0947
"RP11-930P14.2"	5.7748	5.5971	4.7647	7.5268	4.4474	7.1009	7.0742	5.3472	3.8872	4.0028	4.1375	5.8261	4.7121	4.514	6.6256	5.8138	4.1311	5.5549	5.7819	5.5668	3.7888	4.1284	5.3612	6.0112	4.3978	5.3087	4.5294	5.5252	4.0226	5.7499
"RP11-932O9.4"	7.6772	7.1128	6.1243	5.8979	5.4976	7.6859	7.0835	3.3078	6.741	4.0514	6.0157	4.3934	4.7913	5.5304	7.3383	6.522	4.8799	6.9174	4.3221	7.0234	6.6774	5.5237	5.1847	6.6254	7.0594	6.515	6.636	7.4544	7.6666	7.1925
"RP11-945A11.2"	6.7007	6.8857	6.4018	4.795	6.1247	6.0364	6.9274	6.3966	3.8777	6.4999	5.2207	5.4932	6.655	5.471	6.754	3.5105	4.9106	6.3819	6.8112	5.6693	6.4666	2.7131	4.2142	6.196	6.3832	6.533	4.2577	6.8167	6.8311	5.9965
"RP11-953B20.1"	7.2264	7.5711	4.5503	7.823	6.7683	4.978	4.0287	2.8739	6.2868	3.7482	4.715	3.699	3.8799	4.0466	4.964	3.8494	5.3927	6.4693	7.2876	3.5666	7.407	6.4014	2.3379	4.1633	3.3046	5.5224	4.1763	5.6337	3.4388	6.8327
"RP11-95D17.1"	7.916	5.8071	6.1921	5.3978	6.4808	5.4708	6.8083	5.0431	4.7066	6.4978	7.7372	6.6872	7.2322	7.374	7.1999	7.5575	7.6649	7.0379	7.2478	7.836	8.0801	7.2363	7.1845	7.772	7.7544	7.3572	6.8398	6.34	8.0377	7.6445
"RP11-95H11.1"	8.442	7.3543	7.1605	7.2763	6.3746	6.9836	7.6843	6.8429	5.8615	7.1276	7.4941	6.8907	7.0592	7.2768	7.2087	6.9044	6.4207	7.1901	6.8035	7.6453	7.6406	5.7704	6.1879	6.1835	6.1726	6.4021	8.419	7.48	7.1874	7.8107
"RP11-95O2.1"	4.175	5.8652	0.5518	0.971	4.0934	3.9252	4.4961	3.2153	5.9067	3.909	2.8514	6.1946	5.5646	0.4233	3.4837	5.9632	3.792	3.9808	4.4266	4.139	4.4021	5.691	2.1842	4.8815	5.9278	3.0159	5.3438	1.7088	6.282	4.4833
"RP11-960B9.2"	7.1476	5.7858	6.122	4.4359	4.3754	2.4555	5.1776	6.7216	4.4834	2.3143	4.4883	6.1352	3.8087	3.9534	2.6478	2.9151	1.9805	4.1225	5.3572	5.8837	6.0544	3.821	5.3092	2.6585	5.9589	4.3034	2.6916	4.4062	2.9708	6.0792
"RP11-96D1.11"	4.0896	6.2305	4.0589	6.7054	1.8265	7.082	6.8762	7.2976	6.3357	7.1015	2.9673	4.2423	7.1838	6.7462	7.1218	3.2475	6.739	7.2637	4.3091	4.1688	4.3008	5.045	3.4662	4.202	6.4132	5.4099	7.9712	6.7142	2.8035	7.5279
"RP11-96H17.1"	6.6644	2.8208	0.8211	3.1617	1.011	4.1799	1.1136	1.8965	3.4439	3.1024	1.7882	1.4862	4.7177	0.2871	1.1681	1.7047	1.2062	4.3612	4.4185	2.3634	6.0406	-0.618	1.3418	4.1674	3.7133	2.014	3.8722	7.0777	5.1232	5.3008
"RP11-96K19.4"	6.6174	6.9489	6.7523	6.9251	6.4852	6.3319	7.3166	6.5837	6.9306	6.8684	6.0452	6.0495	6.0544	6.4361	6.6115	5.5981	5.6754	6.9596	5.9151	8.5753	7.0828	5.9237	6.0053	6.1762	6.4936	5.6662	6.7369	6.8601	7.5855	6.8287
"RP11-97C16.1"	8.4966	9.487	8.7253	8.3136	8.576	8.3306	8.8316	9.8896	9.6654	9.4046	9.4497	9.3022	9.5205	9.3728	9.547	9.9267	9.6267	9.0495	9.1983	8.7183	9.9252	9.9279	9.7593	9.6438	9.6117	9.8507	9.1621	9.4622	8.954	8.508
"RP11-981G7.6"	5.6952	6.9507	7.0846	6.5294	6.9934	6.6509	7.3248	7.6412	7.3668	6.7209	6.141	6.3396	5.6345	6.5451	6.9059	6.8552	5.9056	6.8379	2.6158	6.5079	6.6444	6.3017	6.9204	6.588	6.0978	6.556	5.9512	7.4256	7.1233	7.0565
"RP11-999E24.3"	4.1866	5.0396	2.6425	5.6386	5.3316	5.9801	6.325	6.6702	2.5096	5.1939	4.3728	0.9313	5.553	5.5815	3.3229	2.3416	3.2772	5.8417	3.1778	6.7206	3.9738	4.936	6.4712	4.2185	5.7432	4.6213	7.9715	6.3594	6.1105	6.395
"RP13-1032I1.7"	7.758	6.0831	7.2542	7.8865	5.6068	7.6986	6.7872	7.6962	7.0725	6.1562	4.5437	6.9423	7.2187	5.3401	7.8951	7.5515	6.9026	7.8444	7.3564	7.3611	6.344	6.2078	7.0181	7.7153	7.6708	6.1237	5.7529	8.2737	6.2187	7.0358
"RP13-122B23.8"	4.4671	7.9079	4.9652	5.0586	4.9533	7.1944	6.4924	7.3099	3.1792	4.8916	3.8083	5.6024	2.8702	4.1455	6.9473	5.508	4.6674	5.6217	6.8012	7.4436	7.531	4.5285	6.5093	3.9571	4.0665	4.949	4.2449	7.2776	5.1299	5.9231
"RP13-20L14.1"	5.2098	6.6419	4.3984	4.9124	5.2872	5.2613	5.0483	4.0378	6.9145	5.7573	3.9517	4.8104	5.3094	5.295	5.2751	5.0106	5.8948	7.5572	5.3335	5.19	4.5743	6.3561	4.6773	5.702	6.9125	6.2949	7.9708	5.6455	4.6686	6.3035
"RP13-270P17.3"	8.676	8.6878	8.5608	9.4936	8.6982	8.5411	9.5699	8.4906	8.5476	8.1544	9.0536	7.9306	8.2303	8.4311	8.4358	8.5015	8.22	7.8462	7.8388	8.8163	9.0334	7.5078	8.2295	8.3929	8.1254	9.1222	8.4517	8.1685	8.5882	8.9216
"RP13-30A9.2"	7.3813	7.0456	4.7504	6.213	6.7895	6.6211	7.487	6.5412	5.7074	4.5586	6.4248	6.8804	7.4517	6.3887	7.1032	7.2438	6.1585	7.1827	7.3137	7.2881	7.7779	4.9281	6.72	6.7688	7.2349	6.2153	7.4713	7.6351	8.1724	5.901
"RP13-379O24.2"	8.4375	7.5055	6.4436	5.9693	5.6998	4.4457	5.5221	7.7481	6.1399	5.8806	4.5374	3.8348	5.8052	6.2072	5.4255	5.2596	6.0547	4.9337	4.9777	5.3247	4.2359	5.0604	5.524	5.8184	6.8482	6.8338	7.8303	6.0929	8.0447	5.1124
"RP13-39P12.3"	6.6915	5.9684	5.3141	3.8927	4.6892	4.8559	6.2561	2.815	5.4677	4.5029	6.1235	5.9542	6.5134	4.574	3.99	6.5045	4.0995	6.6691	5.2763	7.0396	4.1665	4.5379	4.3109	5.8998	5.4977	5.1079	5.2575	6.5873	6.6115	6.2019
"RP13-436F16.1"	8.3087	7.4665	6.6147	6.9247	5.5047	6.9082	5.5576	4.9152	4.1437	7.5069	7.0198	6.7825	7.4966	6.7356	7.8569	6.2894	6.8161	7.7095	7.7483	4.6809	5.6505	6.0101	4.4465	3.8696	4.7632	6.9326	8.4488	8.2576	7.4932	4.8313
"RP13-487P22.1///UBE3A"	8.1596	6.6589	7.2072	7.1544	7.1697	5.3408	8.0521	5.795	6.5313	6.5742	6.8128	6.3455	6.7165	6.3205	5.8776	5.8942	5.305	7.4787	3.8683	6.8804	6.9027	6.4066	4.7746	7.0465	7.1172	7.0531	6.9918	7.3021	7.4724	7.321
"RP13-638C3.2"	7.1891	4.4523	5.7612	6.9702	6.7907	6.3226	6.0273	7.2751	5.3714	6.5278	7.0649	6.5699	6.888	6.9444	6.0965	3.3395	6.2164	6.2902	6.4469	7.4601	6.439	5.8011	4.3674	6.1351	6.2232	7.0648	6.912	7.2137	6.4528	1.1796
"RP3-329A5.8"	8.7594	7.725	4.1258	8.3552	7.6637	8.1016	8.2467	7.4915	6.0529	7.5208	6.6914	7.5569	8.1031	8.1439	7.7941	8.1393	7.2211	8.7512	8.4224	8.0997	8.1541	7.8608	7.3197	7.4749	7.9979	7.9578	8.3177	7.4574	8.1572	8.5322
"RP3-333B15.4"	5.8346	7.2792	7.673	7.0927	7.3194	6.729	7.3554	6.1029	6.4306	5.8828	4.9948	6.8543	6.2694	5.8758	6.6771	2.6893	5.7402	2.7735	7.3519	6.8973	7.85	2.187	4.6383	3.3107	6.982	7.5587	5.9407	6.7113	6.4748	7.1355
"RP3-337H4.8"	7.0372	7.7363	7.2979	4.5599	5.566	5.405	4.3501	5.596	4.5329	5.1471	6.3153	4.4769	7.2054	4.8788	5.9143	6.864	5.5155	6.1616	3.7754	6.7905	6.8318	5.5638	6.0933	6.2075	6.3246	6.1423	7.4418	7.6352	7.6142	6.716
"RP3-368A4.6"	7.2006	9.3485	10.2325	9.3985	9.0179	8.6066	9.696	10.5032	9.8456	10.171	8.4868	8.9503	8.5324	8.7461	8.8652	9.2391	8.4848	8.9072	8.6287	7.9703	9.222	8.966	8.0808	8.9426	8.2765	8.7241	8.8265	8.4603	8.3653	8.8062
"RP3-388M5.9"	8.0239	4.5589	6.3648	5.5418	7.1606	6.3095	6.186	6.9628	6.8249	6.2553	6.9001	6.0851	4.387	4.8179	6.1614	5.5287	6.0851	7.0103	4.8984	7.2902	6.7891	5.0793	5.5721	6.3862	5.5943	6.8699	5.6948	6.6196	7.1243	4.7079
"RP3-400B16.4"	4.129	6.347	3.6917	2.738	4.935	3.8715	5.516	2.972	5.0101	4.2637	2.128	3.952	2.7083	2.1437	3.2225	2.1002	1.9437	3.4314	1.6472	3.9504	4.4529	3.1267	2.1188	2.0257	4.2633	4.5868	2.2367	4.7723	3.4989	4.0788
"RP3-406A7.7"	4.7667	7.0441	3.9279	3.1319	3.4894	7.0655	7.4624	4.018	2.7445	4.8268	5.317	2.7433	5.1898	4.1585	6.138	5.8346	3.8853	4.109	2.7954	5.3919	3.803	6.1555	4.3169	6.6512	6.1431	3.0711	5.4207	7.3546	6.8284	5.1139
"RP3-412A9.16"	7.2104	6.5002	7.571	7.3808	7.5059	7.8769	7.3951	6.2952	6.4351	7.7836	7.0055	6.7332	7.081	6.5694	7.0085	5.4557	5.8226	5.9832	7.2197	5.9504	7.8854	6.0951	6.3368	7.5358	5.7896	6.5206	7.0092	7.9592	6.0488	7.73
"RP3-428L16.2"	3.532	3.3618	0.8049	1.5761	2.3615	2.573	3.2357	3.128	3.1132	3.1782	5.0854	4.972	5.0407	5.281	2.9878	6.0839	6.6587	4.7344	6.1977	4.9744	4.5178	5.8206	5.408	2.1576	5.7875	6.2769	3.7609	5.0762	6.6952	3.9232
"RP3-476K8.3"	8.195	7.7966	5.6987	6.776	6.7388	7.1774	5.3113	3.7146	6.9057	6.6934	6.1432	5.8876	6.7031	6.7477	7.7639	6.8674	5.6701	7.6201	8.0507	7.7917	7.256	4.1084	6.5852	6.4005	7.0621	6.8388	5.1572	6.7653	8.0667	8.7589
"RP3-496C20.1"	7.0374	6.6478	3.5243	5.1244	3.2243	4.3367	5.0684	5.7143	3.2867	4.8743	2.6042	5.4717	3.4801	3.9514	3.5443	2.8668	2.9482	4.506	5.3509	4.6788	5.5494	4.6223	3.9379	3.263	4.8325	4.6435	5.436	5.8814	3.9971	4.2653
"RP3-508I15.21"	9.4352	9.0346	10.4125	10.7673	9.524	10.0369	9.4479	10.5595	7.9524	10.3092	9.3271	10.0535	9.3487	8.5607	9.657	8.7101	8.8849	9.3574	9.085	9.3919	8.8989	9.1433	8.8238	8.857	9.77	8.7016	9.3878	9.5974	10.0928	9.1562
"RP3-525N10.2"	5.6662	5.3598	2.8188	5.1752	6.0171	1.9355	3.646	3.1019	2.9419	2.9645	5.6236	3.2332	2.4452	3.2442	5.5242	4.1788	6.2775	5.7548	1.4486	2.2453	6.083	4.0633	6.6195	3.1771	2.9485	6.5784	3.96	4.0429	7.0438	4.6722
"RP4-539M6.14"	7.6656	6.9213	4.717	5.6879	6.389	4.2	5.4674	6.302	4.2643	6.5924	3.7878	4.2315	5.9887	4.3875	3.9438	5.5777	4.2329	4.0561	6.9034	6.0706	5.6008	3.969	6.8344	3.7456	7.3097	4.6365	4.7954	7.7542	7.2963	4.8236
"RP4-539M6.21"	6.5845	6.9893	4.6799	7.0955	6.428	6.8647	7.4075	6.9352	6.4878	4.4756	6.1865	6.5992	6.7963	7.328	6.5974	6.0632	7.1018	6.7572	6.8612	6.309	7.1485	6.0494	7.0894	4.3167	6.6805	7.1383	6.3966	7.604	6.9242	5.9022
"RP4-545K15.5"	7.3717	7.4834	6.5425	7.48	7.8957	7.9717	8.0614	6.8598	6.3853	5.7074	7.6421	7.2246	7.585	7.5168	7.1392	7.9029	6.7898	8.1471	7.7924	8.0451	8.0217	6.6287	5.64	6.9975	7.3596	8.691	8.4098	8.6997	7.7621	8.5378
"RP4-555D20.3"	7.5287	6.5951	4.1386	5.5183	1.7394	3.5882	7.0539	4.7359	2.4396	4.4342	7.1136	6.5638	6.3422	6.2669	6.8357	4.7539	5.2866	4.8719	5.8717	5.1495	6.7798	2.7146	4.8404	4.1597	4.983	4.827	6.2403	6.5351	6.4148	5.007
"RP4-561L24.3"	4.9745	3.273	4.9006	3.2878	1.2798	4.8255	3.809	1.495	2.6243	5.0209	5.8363	3.4824	6.4603	6.0034	6.1081	6.1629	4.7567	5.7827	3.8639	6.2583	7.2472	6.2119	5.4045	5.3282	2.7674	3.5576	3.8513	6.1002	5.8313	4.6675
"RP4-584D14.7"	8.5992	7.4924	7.3006	7.5614	7.7419	7.7333	7.8488	7.4981	6.5783	6.7081	8.1145	7.6167	7.5487	7.4926	6.8622	7.3529	5.9384	7.4707	7.577	8.4088	7.9681	6.3658	7.3182	7.3859	7.7921	7.4577	8.199	8.2345	8.006	8.1389
"RP4-593H12.1"	9.0685	7.6987	5.6159	6.6164	6.1392	7.716	8.0687	4.5359	7.3509	7.4509	6.9337	6.9972	5.929	6.262	7.1076	4.95	4.3072	7.7551	7.4984	6.7556	7.9658	6.6121	7.1842	6.7698	6.8694	6.9662	8.834	8.2063	6.3457	8.0717
"RP4-594L9.2"	4.7243	4.5649	4.6668	4.829	3.1812	3.4465	3.5911	3.0897	4.1878	3.8436	3.1646	3.1011	4.777	3.0786	3.0846	3.498	3.6593	4.3221	3.3158	3.5376	4.2368	3.3035	1.8619	4.534	4.0296	4.8373	5.3606	5.4832	4.2051	3.9658
"RP4-612B15.3"	7.4683	7.7934	8.5565	8.01	8.1143	8.4449	8.6128	7.9544	7.8113	7.9069	4.3944	4.7813	6.6579	7.5628	4.829	6.9401	6.2635	6.2285	4.4521	7.4764	5.9269	7.218	7.3674	6.9497	6.6568	7.4744	4.981	4.6243	6.8742	6.3412
"RP4-613A2.1"	5.4647	5.0223	6.6916	5.0418	6.9564	4.6405	7.3168	4.9066	4.0655	4.4664	5.4548	6.5504	5.9623	4.1768	5.1215	5.307	6.3452	3.2592	5.1836	5.3683	6.1491	6.9355	6.1421	6.5452	3.7074	5.2631	8.0619	4.9074	6.9965	5.155
"RP4-621B10.8"	6.949	1.1198	5.0271	1.7418	4.3782	5.7915	5.8914	2.4838	5.0842	2.2467	4.9208	1.8964	4.2512	4.6679	5.2487	2.572	4.5766	1.1504	5.8153	4.7483	4.1111	4.7569	5.104	-0.529	2.6627	5.9639	2.366	4.9634	4.7992	4.7894
"RP4-635E18.8"	8.4073	8.2192	7.889	8.1297	7.9178	7.748	6.2653	9.5299	8.0028	8.4388	9.0102	9.4914	9.4128	8.8438	9.029	9.0527	9.976	8.8312	9.3944	8.4756	9.5806	9.9057	9.5915	9.1807	8.974	9.0674	8.3065	9.0869	8.989	8.8277
"RP4-647C14.3"	6.2197	5.8747	5.5909	5.282	8.1357	7.8305	7.273	8.0333	7.8648	6.6683	5.0489	5.2081	7.4043	5.7028	5.8414	6.134	5.1621	7.5442	7.863	5.6739	5.1058	7.5247	7.2451	5.5336	5.4259	5.4413	5.1822	5.2208	5.6828	5.8979
"RP4-657D16.3"	7.2435	4.6663	8.3935	8.0793	8.205	8.2176	5.0171	7.9403	7.9522	7.4913	5.4342	6.4572	6.8844	7.3271	7.3788	6.5306	6.7763	4.7374	6.7632	8.1378	7.3029	7.4002	6.2047	4.9665	7.3038	3.618	5.1239	5.6203	7.0117	7.2814
"RP4-676L2.1"	4.5308	3.382	2.9574	2.7245	2.4802	3.5019	4.2159	1.9565	2.0742	2.1238	1.7363	3.2156	3.9248	1.9324	3.7941	1.9617	1.3678	2.4955	2.8662	3.8866	3.4525	3.1874	2.2539	2.7662	3.7209	3.8834	4.7218	3.5141	2.8951	4.3835
"RP4-680D5.8"	7.0709	6.0785	6.2808	6.1518	5.8817	6.2881	6.9236	6.7233	4.9329	6.4035	6.3379	6.982	6.9213	6.8814	6.7559	7.4842	7.1709	7.126	7.3604	7.4233	7.6594	7.3424	7.071	5.6789	5.6098	6.916	7.5301	7.3376	7.1482	7.4314
"RP4-740C4.7"	6.7773	1.8985	6.0607	4.4037	6.133	6.1637	6.5534	5.2765	5.5381	3.7615	6.5991	5.3395	4.8025	2.9999	5.6992	0.5971	4.9519	5.9097	4.7098	6.2322	3.6405	5.1542	4.1905	5.6002	3.4914	5.2181	4.6485	7.1265	6.2647	6.4216
"RP4-742J24.2"	6.4196	4.4089	-0.0412	5.194	4.9983	5.5338	6.187	6.1575	7.0347	6.0059	4.9067	5.4985	6.1836	5.8256	5.9979	5.7807	5.4504	6.2345	6.1321	7.521	6.9092	5.2951	1.7514	5.7234	4.6566	6.3022	6.8356	6.1049	6.5176	7.4511
"RP4-773N10.4"	7.9596	8.1307	7.3606	8.0692	7.4957	8.0648	7.8361	8.6254	6.3825	8.1263	8.2233	8.6387	8.8387	7.9557	8.4365	8.0954	8.4265	8.1291	8.33	8.4536	9.0353	7.8812	8.1989	8.5692	7.9338	8.3386	8.8976	8.6216	7.9683	8.2219
"RP4-781K5.2"	6.2007	7.905	5.5169	8.1147	5.827	5.8925	8.4749	5.0463	3.9135	8.0439	5.4365	5.1514	6.1465	4.8755	5.1606	4.771	7.4758	5.9254	7.0402	5.3158	5.7634	5.5819	4.678	5.2243	7.6472	7.2774	5.567	5.0571	5.6571	7.2942
"RP4-794H19.1"	4.5251	4.7261	5.8284	5.429	4.9001	3.8244	4.0829	5.0103	4.6507	3.0123	3.803	6.2885	3.7339	3.695	6.2365	3.3265	3.0715	5.1521	4.7418	4.1475	4.0035	3.6604	3.8274	3.2989	2.655	3.3902	7.9784	5.5185	5.4244	5.0957
