"ID" "GSM712478"	"GSM712479"	"GSM712480"	"GSM712481"	"GSM712482"	"GSM712483"	"GSM712484"	"GSM712485"	"GSM712486"	"GSM712487"	"GSM712488"	"GSM712489"	"GSM712490"	"GSM712491"	"GSM712492"	"GSM712493"	"GSM712494"	"GSM712495"	"GSM712496"	"GSM712497"	"GSM712498"	"GSM712499"	"GSM712500"	"GSM712501"	"GSM712502"	"GSM712503"	"GSM712504"	"GSM712505"	"GSM712506"	"GSM712507"
"LOC101927709"	2.6179	2.4434	2.4404	2.4402	2.3486	2.3788	2.7254	2.7009	2.4136	2.3091	2.616	2.5364	2.2674	2.2315	2.5712	2.3911	2.1733	2.2789	2.3806	2.4519	2.3881	2.3957	2.355	2.2714	2.3913	2.3531	2.3871	2.2079	2.3994	2.8774
"LOC101927710"	6.1616	5.7325	5.7968	5.7968	5.7968	5.9886	6.171	5.3857	5.4833	5.7942	5.9697	5.6082	5.4665	5.8241	5.6549	5.6893	5.5361	5.9242	5.9144	5.8839	6.167	5.4289	5.5082	5.6027	5.7718	5.6492	5.9528	6.1168	5.7714	5.7145
"LOC101927719"	2.9252	2.8874	2.918	3.0474	3.0704	2.923	3.2474	3.3825	3.2914	2.9337	2.9074	2.8397	3.0362	2.6697	2.9168	3.0456	2.9289	2.9155	3.0282	2.9211	2.7859	2.9785	2.7859	2.8208	2.8098	2.8102	3.1457	2.8118	2.8668	2.9732
"LOC101927720"	3.3674	3.2819	3.3364	3.121	3.365	3.2531	3.6623	3.2622	3.2887	3.4082	3.4369	3.0927	3.2292	3.3	2.9178	3.2746	3.252	3.3368	3.0623	3.1091	3.3	3.2494	3.2909	3.3751	3.1016	3.3465	3.1886	3.2216	3.2326	3.7192
"LOC101927722"	5.8761	5.5999	5.4047	5.6686	5.5389	5.8518	5.8245	5.6908	5.4518	5.7313	5.6169	5.6805	5.5847	5.5106	5.6556	5.8206	5.454	5.719	5.6556	5.9168	6.2089	5.4015	5.5171	5.6556	5.8468	5.7656	5.6556	5.776	5.8409	5.4689
"LOC101927723"	2.7564	2.6291	2.7941	2.9612	2.4638	2.6862	2.9147	2.7138	2.801	2.7102	2.7014	2.5852	2.5328	2.536	2.6254	2.4437	2.5864	2.5519	2.8304	2.6243	2.6467	2.4575	2.5139	2.6756	2.6354	2.5797	2.614	2.7267	2.5024	2.6994
"LOC101927734"	2.5092	2.7063	2.5697	2.7103	2.3281	2.4949	2.5814	2.4814	2.3511	2.3968	2.3206	2.4835	2.2696	2.2067	2.3547	2.4259	2.3889	2.4218	2.2364	2.1605	2.7152	2.2375	2.2807	2.1537	2.1664	2.5282	2.4573	2.3785	2.4185	2.4168
"LOC101927735"	3.3155	3.6509	2.9675	3.1352	2.951	3.3088	3.4246	3.2353	3.069	3.2341	3.0734	3.2188	3.1547	3.1805	3.1413	3.0473	3.0402	3.1951	3.334	2.9852	3.5213	2.8666	2.6627	3.0321	3.1131	3.2041	3.4113	3.3327	3.2031	4.0014
"LOC101927746"	2.7079	2.6808	2.5353	2.6202	2.5972	2.4779	2.5539	3.12	2.5539	2.56	2.359	2.4556	2.5834	2.3852	2.443	2.4808	2.3721	2.5153	2.3245	2.5983	2.8772	2.2937	2.6921	2.5539	2.5482	2.5042	2.7712	2.7612	2.608	2.5829
"LOC101927752"	8.2988	8.4959	7.31	6.4653	6.7749	7.5566	6.9924	7.1951	7.2892	7.0051	7.0167	6.5795	6.6425	6.75	6.7011	7.9124	6.6141	7.0468	7.3958	6.8647	6.4067	6.1724	6.5364	6.7866	6.8893	7.3139	8.1767	6.9244	6.2795	6.9669
"LOC101927760"	4.4402	4.257	4.051	4.226	3.8715	4.2125	4.0687	4.0098	3.9206	3.9704	3.9931	3.8761	3.9008	3.845	3.9816	4.1423	3.8993	4.1022	4.1022	3.8623	4.1705	3.7907	3.9058	4.0831	3.9394	4.0813	4.2324	4.2588	3.9903	4.1148
"LOC101927761"	2.9329	2.7639	2.924	3.0946	2.8347	2.8661	2.8085	2.9606	2.9267	2.9196	2.8312	2.8414	2.6157	2.7098	2.8381	2.8563	2.792	2.8892	2.9864	2.958	2.8756	2.6834	2.6891	2.6976	2.8238	2.7947	2.8692	2.6888	2.8428	2.8705
"LOC101927766"	5.4464	5.2055	4.9022	5.2871	5.1518	5.1226	5.1606	5.0886	4.6689	5.0082	5.1614	5.3461	5.1284	5.0073	5.0577	5.1424	4.9425	5.1064	5.0714	5.2804	5.1404	4.8738	4.9436	5.0669	4.9296	5.3086	5.0216	5.3337	5.4215	5.2563
"LOC101927768///LOC101927794"	4.1355	4.16	4.2676	4.5136	4.117	4.1139	4.2966	4.117	3.6997	4.0646	4.1507	4.1545	3.968	4.0602	3.9979	4.2265	3.7514	4.1333	3.7924	4.1171	4.4572	3.5493	3.5275	4.1333	3.7946	3.9904	4.2739	4.5741	4.1103	4.0371
"LOC101927769"	3.5771	3.379	3.5264	3.3126	3.0415	3.2223	3.3699	3.2076	2.9799	2.9933	3.1629	3.1246	2.9732	3.0772	3.1718	2.9325	2.8615	3.1811	3.2307	3.3633	3.5589	2.629	3.1854	3.1576	3.1648	3.1291	3.5194	3.162	3.2891	3.221
"LOC101927770"	5.0617	4.9288	4.4192	4.7287	4.4708	4.5951	4.7359	4.6102	4.3385	4.4942	4.24	4.5236	4.2863	4.4507	4.7613	4.541	4.0267	4.6832	4.5277	4.8366	4.8417	4.1842	4.2028	4.4851	4.2489	4.7334	4.9506	5.0566	4.9483	4.835
"LOC101927783"	4.3162	3.9653	3.8708	3.7026	3.9152	4.2037	4.7696	4.2402	3.4622	4.0419	3.8311	3.8451	3.9653	3.7672	4.0008	4.0883	3.7806	4.1452	3.9147	4.1961	4.0219	3.4637	3.6973	3.8603	3.7438	4.2432	4.5112	3.9227	4.0343	4.3027
"LOC101927787"	5.1863	4.5235	4.9379	5.4297	4.9354	5.0841	5.1421	4.672	4.6061	5.1974	4.9793	4.6635	4.4879	5.0438	4.9939	4.5366	4.5846	5.018	4.6817	5.0167	4.9112	4.7427	4.6597	4.6889	4.8844	5.083	4.9059	4.8777	4.8812	5.3083
"LOC101927792"	2.7469	2.6808	2.6407	2.8549	2.7206	2.8342	2.6987	3.1167	2.8115	2.8333	2.6315	2.6381	2.7169	2.6907	2.9093	2.654	2.5821	2.8564	2.723	2.5925	2.844	2.6089	2.6827	2.7364	2.8107	2.7531	3.3392	3.1325	2.8413	2.8163
"LOC101927798"	3.3959	3.2072	3.3936	3.5782	3.2668	3.2028	3.4627	3.5505	3.2004	3.2301	3.4677	3.2981	3.3514	3.3347	3.3569	2.9593	2.9202	3.4181	3.1197	3.3963	3.5959	3.0577	3.0524	3.1687	3.1569	3.2557	3.4526	3.4467	3.2744	3.32
"LOC101927809"	3.4286	3.4385	3.2536	3.2428	3.3233	3.4173	3.0949	2.8312	3.121	3.3526	3.2812	3.1307	3.1684	2.8229	3.1856	3.2356	3.0651	3.1856	3.0459	3.438	3.3477	3.0324	3.1275	3.1821	3.2767	3.4447	3.4928	3.2749	3.2163	3.5596
"LOC101927811"	5.2085	4.9886	5.3604	5.4804	5.0133	4.7391	5.0425	5.0929	4.7112	5.2153	4.8383	4.9004	4.8085	4.9605	4.7237	4.8725	4.521	4.9913	5.0528	5.101	5.3007	4.5641	4.6575	4.6835	4.5644	5.0165	4.9856	5.0409	5.3139	5.3632
"LOC101927814"	4.3134	4.3815	4.078	4.2697	4.2013	4.318	4.4283	4.2263	4.5814	4.1019	4.0284	4.0211	4.1494	4.0888	4.2389	4.1523	3.9123	4.2738	4.0145	4.2692	4.0488	3.8434	4.0052	4.0814	4.1082	4.0564	4.4823	4.3784	4.0798	4.2363
"LOC101927820"	2.8809	2.7041	2.5871	2.7724	2.5929	2.6734	2.9263	2.7529	2.8033	2.6203	2.4888	2.6556	2.5806	2.6682	2.7351	2.6162	2.3169	2.7496	2.543	2.4727	2.7283	2.5539	2.5363	2.8149	2.3794	2.6999	2.5517	2.6152	2.649	2.8026
"LOC101927824"	4.2379	4.4451	4.0237	4.4597	4.5498	4.4863	4.6891	4.2393	4.2625	4.4891	4.7062	4.1471	4.1288	4.4183	4.2975	4.4012	4.2268	4.4329	4.5633	4.4347	4.4912	4.0019	4.3317	4.4377	4.385	4.3275	4.5092	4.6575	4.4966	5.0529
"LOC101927829"	2.7557	2.5707	2.403	2.7386	2.3903	2.5982	2.6822	2.7655	2.7035	2.4792	2.57	2.5982	2.4114	2.4247	2.6303	2.7964	2.3584	2.5525	2.6033	2.6186	2.4868	2.4271	2.4468	2.7098	2.5146	2.4199	2.9748	2.6011	2.5026	2.9649
"LOC101927830///TMLHE-AS1"	3.698	4.3113	4.0359	5.1754	4.2175	3.8927	3.9838	5.1476	6.0308	3.8781	3.9478	4.0267	3.9478	3.7632	4.1031	3.9298	3.5371	4.0428	3.9478	3.4074	3.4448	4.0702	3.2349	3.602	3.6559	3.5437	3.2039	3.5849	3.3975	3.3407
"LOC101927839"	3.7793	3.7499	4.0065	4.0147	3.8535	3.9858	4.2941	4.2134	4.0003	3.9653	4.3037	3.8583	3.8574	3.8325	3.9036	3.6524	3.6484	3.9653	3.9567	3.8842	4.0644	3.8363	3.8933	3.9653	3.9596	4.0379	4.0284	4.4293	3.8685	4.0627
"LOC101927841"	3.0491	2.83	2.8282	2.8206	2.6399	2.8291	3.1102	3.2091	2.6952	2.9867	3.1909	3.1056	3.2542	3.0848	2.8222	2.9527	3.3618	3.2121	3.027	3.1244	3.0971	3.0034	3.0396	3.258	3.0415	3.0311	3.0137	3.0304	3.4854	3.1031
"LOC101927843"	3.8423	3.7679	3.8835	3.6969	3.983	3.9714	4.1819	3.8038	3.9742	3.6746	3.6473	3.7571	3.6428	3.7662	3.7403	3.526	3.5873	3.7717	3.3532	3.7082	4.1901	3.7237	3.5712	3.742	3.7816	3.8466	3.8715	4.0956	3.758	3.8907
"LOC101927849"	4.9288	4.7464	4.574	4.634	4.1687	4.4032	5.0065	4.4663	3.9717	4.4212	4.4094	4.4466	4.1655	4.471	4.4831	4.3982	3.7806	4.5994	4.3162	4.5919	4.4412	4.1694	3.9279	4.1733	4.2402	4.6482	4.5255	4.551	4.291	4.9705
"LOC101927869"	2.6248	2.5177	2.5489	2.84	2.5004	2.8572	2.8788	2.7216	2.5794	2.7316	2.5685	2.5947	2.6456	2.6248	2.7465	2.5736	2.4136	2.4603	2.5564	3.0214	2.5762	2.2941	2.345	2.386	2.6487	2.6541	2.3922	2.6433	2.9602	2.8976
"LOC101927870"	2.5512	2.3475	2.4039	2.5016	2.3447	2.3672	2.5945	2.7274	2.418	2.4997	2.435	2.4346	2.3627	2.3078	2.366	2.4088	2.3146	2.3744	2.4504	2.3865	2.4299	2.2855	2.4251	2.3924	2.2575	2.3685	2.4142	2.4718	2.3745	2.4824
"LOC101927876"	3.3004	3.0668	3.221	3.0568	2.6302	3.1893	2.9884	2.8367	3.1644	2.8303	2.9682	2.9599	3.0266	3.1115	3.1595	2.7568	3.0591	3.0902	3.0484	3.042	3.1107	2.7079	3.1419	2.9218	2.9546	3.2795	3.0996	2.7852	3.0647	3.2512
"LOC101927877"	4.7727	4.5269	4.5786	4.7522	4.4252	4.7251	4.392	4.5354	4.4176	4.1835	4.4809	4.2969	4.3324	4.41	4.4755	4.2207	4.3591	4.4125	4.4997	4.5102	4.4078	4.0744	4.2767	4.5983	4.1539	4.5986	4.6702	4.6998	4.4807	4.8146
"LOC101927884"	5.1517	4.7891	4.894	5.142	4.8637	4.9868	4.7001	4.9793	4.6488	4.7814	5.2186	5.1749	4.5656	4.8908	4.8553	4.8012	4.6581	4.7206	4.7408	4.8383	4.744	4.2512	4.5968	4.8959	4.6488	4.79	4.824	4.7639	4.919	5.1412
"LOC101927886"	4.3914	4.8188	4.3123	4.4362	4.5294	4.1072	4.5018	4.3397	4.3684	4.4621	4.8759	4.7779	4.5165	4.7475	4.4377	4.5242	4.1956	4.5725	4.3805	4.604	4.836	4.4891	4.095	4.8705	4.5776	4.4698	5.1896	4.8896	4.8832	4.3521
"LOC101927900"	3.6324	3.3039	3.428	3.3059	3.1169	3.2289	3.4628	3.2394	3.4142	3.1767	3.214	3.2168	3.1997	3.165	3.0617	3.2311	3.1996	3.309	3.3569	3.3094	3.475	2.8855	3.0384	3.1606	3.1733	3.1549	3.7808	3.3677	3.4955	3.2168
"LOC101927901"	3.1369	3.5663	3.1119	3.0903	3.064	2.9535	2.9251	2.9376	2.9964	3.0136	3.0411	3.0568	3.0658	3.0083	2.8911	3.0293	3.0438	3.0502	2.9472	2.9587	3.1369	3.0578	2.9143	2.993	3.0806	3.274	3.1882	3.3759	3.1521	2.9506
"LOC101927907"	3.5724	3.4677	3.4293	3.6064	3.1731	3.6938	3.9787	3.5521	3.2378	3.6747	3.3138	3.2527	3.4293	3.3008	3.3759	3.2511	3.1811	3.432	3.3818	3.3917	3.308	3.1708	3.1288	3.3048	3.4293	3.534	4.1983	3.7255	3.4636	3.6757
"LOC101927914"	4.7652	4.7352	4.2108	4.5497	3.9943	4.558	4.5394	4.2185	4.3988	4.371	4.7094	4.2493	4.2648	4.1585	4.4354	4.5347	4.3309	4.4755	4.621	4.6151	4.513	4.0246	4.1581	4.5057	4.2531	4.5109	5.1167	4.8316	4.3344	4.5773
"LOC101927929"	5.509	5.4941	5.5614	5.6034	5.3893	5.5133	5.2604	5.2001	5.4583	5.4613	5.7635	5.4408	5.7277	5.6539	5.5069	5.6226	5.4313	5.599	5.4303	5.7266	5.6468	5.4718	5.2558	5.4146	5.3689	5.5614	5.7744	5.6767	5.8022	5.8798
"LOC101927934"	4.6886	4.2242	4.4596	4.4056	4.2203	4.564	4.3677	5.2104	4.3031	4.1083	4.3667	4.3771	4.5492	4.3031	4.4132	4.4118	4.1	4.2952	4.4885	4.3939	4.4018	4.0601	4.2315	4.2773	4.4934	4.5355	4.6134	4.3352	4.0197	4.2664
"LOC101927943"	3.6674	3.3561	3.3369	3.3727	3.1439	3.1153	3.3157	3.3157	3.1246	2.9489	3.2099	3.181	3.2327	3.2375	3.1713	3.366	3.3517	3.0405	3.3157	3.2826	3.4966	3.2704	3.2406	3.3273	3.3596	3.1518	3.3715	3.4472	3.5006	3.3522
"LOC101927948"	3.4786	3.0969	2.9781	3.3083	3.4992	3.3684	3.2734	3.3348	3.2756	3.2902	3.1702	3.1887	3.2749	3.1403	3.1929	3.0322	3.0939	3.1775	3.5595	3.4879	3.1394	3.0603	3.168	3.0752	3.341	3.24	3.2241	3.5664	3.3045	3.3102
"LOC101927950"	4.7847	4.2935	4.4196	5.2635	4.6523	4.3797	5.1648	4.4549	4.4656	4.5549	4.4887	4.1832	4.5636	4.7004	4.6908	4.4376	4.2995	4.3561	4.4509	4.6378	4.3455	4.4817	4.0706	4.6096	4.696	4.5636	4.6681	4.8422	4.9458	4.7694
"LOC101927972"	2.6545	2.7738	2.26	2.514	2.4822	2.5841	2.8911	2.9351	2.335	2.5325	2.4308	2.434	2.5292	2.4968	2.4306	2.7215	2.3567	2.651	2.841	2.604	2.6812	2.5293	2.2716	2.5234	2.4357	2.6306	2.8929	2.9103	2.4956	2.475
"LOC101927974"	6.1196	6.2383	7.3352	6.5177	7.154	7.4716	6.2391	6.785	7.8166	6.6195	6.1396	6.5505	5.9539	6.4478	6.2938	6.7942	5.8151	6.4541	6.2765	6.2081	6.5285	6.6639	5.4981	6.6	6.1032	6.3016	6.1107	6.1349	6.3425	6.2815
"LOC101927988"	2.4596	2.5376	2.3313	2.4284	2.367	2.2851	2.3139	2.5149	2.5327	2.422	2.5355	2.4284	2.475	2.2301	2.3748	2.5026	2.4194	2.2016	2.2853	2.6615	2.5451	2.4268	2.3439	2.4197	2.3415	2.4846	2.3489	2.4778	2.5257	2.4841
"LOC101927990"	2.9319	2.8249	2.916	2.8536	2.9445	2.9191	2.9415	2.8606	2.7694	2.7112	3.396	2.8802	2.7873	2.8775	2.986	2.916	2.8473	2.9069	2.8811	2.9305	2.8459	2.7275	2.8099	2.9845	2.7413	2.8516	3.2518	3.0489	3.022	2.819
"LOC101928000"	5.0211	5.5365	5.0236	4.9287	4.7895	4.7394	5.3704	5.5334	5.6768	5.5471	5.1298	5.416	5.2513	5.2633	5.0128	5.3551	4.9659	5.2356	5.0795	5.2442	5.7597	5.3445	4.7504	5.2054	5.1545	5.5706	5.61	5.4991	5.3466	5.1639
"LOC101928001"	2.8827	2.7368	2.7637	2.8928	2.7658	2.8909	2.8313	2.5408	2.8679	2.8553	2.8091	2.6989	2.8	2.8337	2.7431	2.6688	2.6612	2.7819	2.7208	2.714	2.8246	2.725	2.7165	2.6855	2.7711	2.807	2.8508	2.7914	2.9565	2.8149
"LOC101928002"	3.0485	2.774	2.6604	2.6889	2.6534	2.7417	3.2918	2.8336	2.5209	2.9922	2.6962	2.6556	2.6802	2.6781	2.6841	2.6667	2.418	2.8132	2.8057	2.4727	2.7726	2.4227	2.6223	2.5714	2.7635	2.6973	2.9346	2.8903	2.5775	2.7215
"LOC101928009"	3.8271	3.5663	3.5683	3.4199	3.6613	3.6134	3.3726	3.3925	3.427	3.4264	3.238	3.8306	3.527	3.5768	3.6973	3.832	3.3458	3.5663	3.3787	3.8275	3.6067	3.3796	3.3458	3.3495	3.5804	3.5663	3.5762	3.6066	3.9556	3.5855
"LOC101928012"	3.2086	3.2808	3.1609	3.1288	3.1966	3.1869	3.0864	3.1119	3.0866	2.9725	3.0856	3.1119	2.9101	3.1511	3.0695	2.9755	2.8416	3.1257	2.9415	3.0426	3.1205	2.8051	3.01	3.0805	3.0628	3.1324	3.3854	3.1565	3.1201	3.1457
"LOC101928014"	4.5664	3.9653	4.1863	4.2882	3.7845	4.2437	4.6719	4.4795	3.6633	4.4882	4.1028	3.6321	3.719	4.2975	4.2706	3.9092	3.6907	3.7683	4.1452	4.2652	4.4132	4.2214	3.6262	4.0552	3.6687	3.7883	4.5578	4.3451	4.1358	4.1452
"LOC101928020"	2.95	2.6997	2.5716	2.801	2.5791	2.5561	2.5328	2.6778	2.3819	2.489	2.5839	2.4942	2.5044	2.4941	2.443	2.5036	2.4424	2.5657	2.6045	2.4727	2.7874	2.4573	2.6394	2.5044	2.554	2.771	3.0986	2.6181	2.5364	2.5651
"LOC101928031"	3.9057	3.6992	3.5542	3.4636	3.232	3.3696	4.0619	3.2578	2.9828	3.2926	3.2822	2.8706	3.2976	3.2004	3.3888	3.5363	2.9841	3.474	3.4548	3.4698	3.7047	3.0591	3.3715	3.4909	3.3964	3.8066	3.8101	3.6983	3.3754	3.2408
"LOC101928035"	3.0809	3.4264	2.9455	3.3548	2.9686	2.7919	2.9478	2.8293	2.9664	2.9646	2.9778	2.9599	3.191	2.8845	3.0368	3.0723	2.7164	3.0575	3.156	2.9906	3.0342	2.948	2.7522	2.9964	2.9655	2.8399	2.9979	3.0171	3.1874	3.1261
"LOC101928043"	3.5726	3.6194	3.6758	3.4631	3.5283	3.2683	3.6611	3.4631	3.4631	3.4571	3.5156	3.4631	3.4242	3.3821	3.5597	3.4122	3.1987	3.7816	3.3716	3.4564	3.7259	3.2194	3.4587	3.2964	3.3354	3.5145	3.7927	3.7041	3.3668	3.8351
"LOC101928052"	2.6804	2.6564	2.5044	2.6722	2.4241	2.3262	2.7899	2.47	2.6215	2.5044	2.5374	2.3934	2.2781	2.4696	2.5075	2.4404	2.4672	2.3116	2.5024	2.5733	2.639	2.2669	2.3876	2.334	2.436	2.5673	2.6696	2.5643	2.5321	2.9776
"LOC101928054"	4.8582	4.9186	4.5853	4.1163	5.0865	4.5621	4.5654	5.2933	5.8369	5.484	5.8529	5.9309	5.8631	6.1349	5.58	5.1126	6.3055	5.6564	5.6537	5.4724	5.8727	6.0157	6.1611	5.9339	6.0188	5.8928	5.5852	5.4137	5.5368	5.7065
"LOC101928068"	3.9212	3.609	3.8535	3.7978	3.7708	3.6706	3.9749	3.7769	3.3854	3.965	3.4921	3.5088	3.5399	3.7048	3.5468	3.546	3.7107	3.7751	3.8053	3.7564	3.7897	3.3852	3.5605	3.5933	3.6185	3.8743	3.7059	3.8693	3.7566	4.3024
"LOC101928069"	5.5691	5.18	5.2202	5.61	4.9733	5.3798	5.5725	5.2363	5.2139	5.2834	5.3021	5.3327	5.1505	5.1094	5.3812	5.1817	4.9068	5.3482	5.4815	5.3331	5.5496	5.2314	5.063	5.3136	5.2805	5.4269	5.519	5.5883	5.4263	5.4504
"LOC101928076"	3.1935	3.2475	3.1266	3.1195	3.1736	2.9393	3.3362	3.1451	3.0174	3.1036	3.161	2.7281	3.2957	2.6722	3.1108	3.2343	3.0555	3.2586	3.1615	2.8762	3.3097	2.6683	2.7895	3.0555	3.0114	2.9865	3.18	3.7383	3.0608	3.0381
"LOC101928098"	2.6861	2.8582	2.8125	2.8395	2.6691	2.8059	2.8337	2.5469	2.7202	2.6704	2.6172	2.7858	2.6782	2.573	2.664	2.6579	2.573	2.6818	2.4919	2.6818	2.7609	2.5721	2.5251	2.5817	2.6518	2.6858	3.0376	2.9076	2.6617	2.7444
"LOC101928099"	4.2447	3.8304	4.0637	4.7033	4.0094	4.5056	4.3412	3.8508	4.0557	4.201	4.1995	4.1156	4.076	4.2023	4.1499	4.0683	4.144	4.1129	3.8457	4.2745	4.3035	4.3903	4.0677	4.5164	4.4183	4.2063	4.1718	4.2729	4.1131	4.2786
"LOC101928100"	5.9646	5.9757	5.6745	5.8833	5.8161	5.8817	5.7521	6.0871	5.8375	5.7544	5.4792	5.5319	5.7522	5.5924	5.7378	5.5719	5.5096	5.8813	5.9031	5.7507	5.8609	5.1797	5.6457	5.7479	5.3935	6.1103	6.0263	5.9252	5.8965	5.5459
"LOC101928101"	3.0147	2.93	2.6403	3.1508	2.8566	3.0147	2.8987	3.027	2.8153	3.0013	2.8075	3.1759	2.9814	3.2315	2.9599	2.9185	3.3038	2.9599	3.0032	3.0936	3.028	3.0099	2.9981	3.243	3.1811	3.0595	3.005	2.9251	3.1752	2.9262
"LOC101928102///LOC102723678///LOC102723709"	3.5063	3.2377	2.9871	3.3265	3.3023	3.5958	3.2714	4.097	3.1069	3.6022	4.2622	3.2516	3.8191	3.5209	4.3063	3.8464	4.2423	4.151	3.5229	3.4864	4.5104	4.7412	4.3079	3.8225	3.8327	4.4461	4.151	4.8148	4.0393	3.7315
"LOC101928104"	4.5162	4.8116	4.7197	4.8318	4.8898	4.9251	4.5382	4.6184	4.3966	4.7062	4.5633	4.2398	4.6063	4.5913	4.5491	4.5469	4.3402	4.6375	4.4171	4.9269	4.6306	4.3215	4.2192	4.4775	4.5325	4.6285	4.4912	4.7124	4.4807	4.5522
"LOC101928107"	3.9411	3.5875	3.6819	3.7583	3.8062	3.5788	3.7041	3.5889	3.3721	3.8515	3.465	3.4824	3.5164	3.5204	3.918	3.5012	3.4894	3.6534	3.4824	3.9117	3.9777	3.2579	3.3837	3.5756	3.5756	3.7271	2.9979	3.7549	3.6683	3.3349
"LOC101928111"	4.4874	4.5088	4.4898	4.2253	4.4595	4.3019	4.2479	4.2211	4.6122	4.4802	4.04	4.4715	4.0452	3.8881	3.9627	4.26	3.807	4.2673	4.0753	3.9562	4.1612	4.1829	4.1117	4.1829	3.9536	4.3764	4.5908	4.1014	4.096	4.0853
"LOC101928123"	4.3694	3.9405	4.0741	4.0811	3.8196	4.1729	4.215	4.2923	3.6723	3.9601	4.1991	3.9919	4.1486	4.0804	3.962	4.0212	3.7967	4.0051	3.9521	4.0421	4.4334	3.768	3.8082	4.1436	4.1205	4.2115	4.3957	4.4241	4.205	4.0323
"LOC101928132"	4.3077	3.6078	3.8963	4.5982	3.968	3.9767	4.0304	3.4971	3.8016	4.0364	3.853	3.9654	3.8898	4.2709	3.9944	3.9064	3.8568	4.0885	4.1015	3.9434	3.9108	3.6429	3.8915	3.91	3.8791	4.1171	3.7977	3.9257	4.1611	3.6032
"LOC101928134"	6.6946	6.6569	6.4857	6.7379	6.6749	6.4931	6.3393	6.4286	6.1168	6.418	6.5519	6.4683	6.3824	6.6758	6.4515	6.5171	6.2182	6.5685	6.5842	6.7271	6.9465	6.2258	6.4117	6.4931	6.4348	6.6372	6.2933	6.9093	6.7543	6.3983
"LOC101928135"	3.3236	3.1411	2.929	3.1027	2.9585	3.307	3.0291	2.7212	2.9327	2.775	3.0491	2.6047	2.9471	2.8294	2.9585	2.7655	2.8521	2.9256	3.1616	2.736	2.6282	2.6643	2.7567	3.0583	2.7548	2.9969	2.7794	2.8649	2.9497	2.9604
"LOC101928139"	4.772	4.5604	4.5262	4.3476	4.1874	4.224	4.4887	4.2372	3.7259	4.1123	4.3441	4.0575	4.5169	4.2139	4.4786	4.1248	4.3835	4.3798	4.5509	4.2609	4.3713	4.2035	4.1098	4.0774	4.1282	4.5185	4.3339	4.0822	4.1997	4.4069
"LOC101928144"	6.1909	5.9358	6.4207	6.2508	6.2894	6.0669	6.1017	5.9839	6.1098	6.3795	6.2257	6.1478	6.2514	6.1865	6.0881	6.0299	5.919	6.2181	6.3072	6.4521	6.2485	5.9407	6.1088	6.1749	6.2154	6.2162	6.2033	6.3668	6.2284	6.1719
"LOC101928152"	5.6563	5.8402	4.8901	4.7517	4.44	4.728	4.59	5.4888	4.5364	5.0327	4.2547	4.8614	5.394	5.7068	4.6469	5.3807	4.8035	4.9949	5.3965	5.2288	5.3004	5.0394	4.6376	5.2665	5.0803	5.0653	5.0342	5.2973	5.5282	4.912
"LOC101928157"	3.4111	2.8562	3.1825	3.2618	3.0484	2.9294	3.2361	2.8051	2.7763	2.8562	2.9095	2.6841	2.8692	3.0084	2.7556	2.5434	2.5514	2.6846	2.7512	2.7555	2.8593	2.7588	2.7893	2.5887	2.6465	2.8068	3.335	2.947	3.2227	2.7754
"LOC101928162"	3.2811	3.2249	3.3557	3.054	2.8931	3.1234	3.1813	3.2451	2.9664	3.1887	3.1875	3.2084	2.9249	3.06	3.1234	2.961	2.7682	3.2239	3.2612	3.1842	3.127	3.0021	2.8178	2.9354	3.0785	2.8535	3.6878	3.5062	2.9634	3.4186
"LOC101928167"	2.8161	2.8249	2.615	2.6517	2.4913	2.5641	2.6063	2.397	2.5882	2.5562	2.6359	2.4361	2.4835	2.6263	2.4222	2.4537	2.4105	2.6466	2.6422	2.5335	2.4923	2.3006	2.3895	2.5539	2.6761	2.4677	2.5712	2.6375	2.7466	2.7378
"LOC101928185"	4.2577	4.214	3.6387	3.9426	3.7649	3.6425	4.1623	3.8362	3.8827	3.657	3.6493	3.7543	3.471	3.7028	4.0217	3.8167	3.6341	3.874	3.6106	3.7769	3.8391	3.4732	3.6339	3.8019	3.7673	3.8568	3.7083	3.8651	3.9479	3.5825
"LOC101928190"	3.0975	3.3361	2.8738	3.0697	2.909	2.975	3.1272	2.9698	2.7555	3.0063	2.8755	2.9222	2.7906	2.8945	2.9357	3.4703	2.8457	2.8071	3.0157	2.9065	3.2354	2.7808	2.9259	2.9686	2.92	2.9686	3.0524	3.3188	2.974	3.0155
"LOC101928196"	2.8224	2.6808	2.8649	2.8795	2.64	2.8953	2.7191	2.8059	2.5827	2.6274	3.0088	2.6383	2.672	2.6499	2.8563	2.9034	2.729	2.539	2.596	2.7725	2.7317	2.5912	2.4521	2.9036	2.4846	2.8573	2.7053	2.7749	2.4008	2.9595
"LOC101928200"	7.1393	6.7348	6.7608	6.8851	6.3803	6.6379	6.8395	6.5603	6.3595	6.5424	6.7407	6.4037	6.6084	6.6919	6.4794	6.3401	6.3495	6.6157	6.6268	6.8617	6.5262	6.2683	6.3619	6.3998	6.6548	6.436	6.8907	6.8404	6.5806	6.2834
