"ID" "GSM1373914"	"GSM1373915"	"GSM1373916"	"GSM1373917"	"GSM1373918"	"GSM1373919"	"GSM1373920"	"GSM1373921"	"GSM1373922"	"GSM1373923"	"GSM1373924"	"GSM1373925"	"GSM1373926"	"GSM1373927"	"GSM1373928"	"GSM1373929"	"GSM1373930"	"GSM1373931"	"GSM1373932"	"GSM1373933"	"GSM1373934"	"GSM1373935"	"GSM1373936"	"GSM1373937"	"GSM1373938"	"GSM1373939"	"GSM1373940"	"GSM1373941"	"GSM1373942"	"GSM1373943"	"GSM1373944"	"GSM1373945"	"GSM1373946"	"GSM1373947"	"GSM1373948"	"GSM1373949"	"GSM1373950"	"GSM1373951"	"GSM1373952"	"GSM1373953"	"GSM1373954"	"GSM1373955"	"GSM1373956"	"GSM1373957"	"GSM1373958"	"GSM1373959"	"GSM1373960"	"GSM1373961"	"GSM1373962"	"GSM1373963"	"GSM1373964"	"GSM1373965"	"GSM1373966"	"GSM1373967"	"GSM1373968"	"GSM1373969"	"GSM1373970"	"GSM1373971"	"GSM1373972"	"GSM1373973"	"GSM1373974"	"GSM1373975"	"GSM1373976"	"GSM1373977"	"GSM1373978"	"GSM1373979"	"GSM1373980"	"GSM1373981"	"GSM1373982"	"GSM1373983"	"GSM1373984"	"GSM1373985"	"GSM1373986"	"GSM1373987"	"GSM1373988"	"GSM1373989"	"GSM1373990"	"GSM1373991"	"GSM1373992"	"GSM1373993"	"GSM1373994"	"GSM1373995"	"GSM1373996"	"GSM1373997"	"GSM1373998"	"GSM1373999"	"GSM1374000"	"GSM1374001"	"GSM1374002"	"GSM1374003"	"GSM1374004"	"GSM1374005"	"GSM1374006"	"GSM1374007"	"GSM1374008"	"GSM1374009"	"GSM1374010"	"GSM1374011"	"GSM1374012"	"GSM1374013"	"GSM1374014"	"GSM1374015"	"GSM1374016"	"GSM1374017"	"GSM1374018"	"GSM1374019"	"GSM1374020"
"MROH7-TTC4///TTC4"	4.2892	4.1846	5.2955	5.2546	5.4248	5.0387	5.1497	5.114	5.1191	4.9654	5.2506	5.3032	4.7007	4.5765	4.7217	4.7567	4.482	5.2874	4.3296	4.6326	4.7066	5.4337	5.0029	4.7989	4.9423	4.7571	4.8944	5.0856	4.7875	4.7592	5.061	5.3377	5.0492	5.3163	5.3339	5.3575	5.1421	4.889	4.9112	5.3281	4.4466	4.8847	4.9164	5.281	5.0325	4.8529	4.9964	5.1337	4.8236	4.5485	4.8689	4.4827	4.2969	4.9256	4.6312	5.5478	4.6208	4.4525	4.7565	5.4125	5.5616	5.5269	4.9107	5.2291	5.3639	5.7854	5.5431	5.1767	5.4724	4.9074	4.7652	5.4061	4.9649	4.8118	5.0662	4.7818	4.8777	4.2616	4.3971	4.606	5.3596	5.6217	5.3201	5.658	5.8931	5.8447	5.55	5.5902	5.5132	5.6787	5.2738	5.3266	5.5252	4.8617	5.2042	5.9392	6.0948	5.7837	5.919	5.5598	5.3772	5.5692	5.6555	5.861	6.5117	5.4114	5.5766
"MRVI1-AS1"	6.0147	5.987	6.4231	5.2649	5.2213	5.1556	5.4886	5.3953	5.4432	5.8974	5.4922	6.0241	5.8972	5.6933	5.7062	6.384	5.755	5.4316	5.7931	6.2318	5.5992	5.8261	5.5329	5.6878	6.2103	5.9666	5.5192	5.4806	5.9889	5.5973	5.7967	6.2111	5.8994	5.0444	5.3584	5.3799	5.7286	5.9433	5.7326	5.8438	6.0126	5.6125	5.4653	5.498	5.3764	6.0204	5.7357	5.7139	5.8701	5.5194	5.2644	5.2006	5.8563	5.5731	6.002	4.898	6.1753	5.6866	5.277	6.0489	5.8955	5.3717	6.0186	5.386	5.2832	5.8795	5.0502	6.014	5.7235	5.9152	6.3549	6.3437	6.5046	5.4974	5.3965	5.7388	6.033	5.6489	5.9184	5.8865	5.5496	5.5164	5.0953	5.1844	5.0409	5.0011	5.17	5.2208	4.974	5.3637	5.7317	5.4769	5.5545	5.4092	5.8016	5.2115	4.6469	5.3769	4.9022	5.2066	5.807	4.8319	4.9376	5.3898	4.409	5.0775	5.0181
"MSH5-SAPCD1///SAPCD1"	3.8738	3.3482	3.1448	3.4702	3.6165	3.8789	3.2686	3.5308	3.5366	3.5827	3.5914	3.551	3.7399	3.6453	3.6552	3.4814	3.6049	3.8668	3.8001	3.7036	3.5935	3.5849	3.6726	3.8613	3.492	3.6959	3.4249	3.7029	3.3408	3.4235	3.3277	3.5709	3.622	3.7126	3.6702	3.697	3.9227	4.2583	4.0706	3.5223	3.5883	3.5349	3.6666	3.7746	3.6528	3.8831	3.8461	3.6094	3.3504	3.3849	3.684	3.8969	3.6395	3.9843	3.893	3.7223	3.7856	4.143	3.5067	3.1245	3.3673	3.8717	3.7314	3.9195	4.0326	3.4648	3.8564	3.8816	3.6284	3.7019	3.6126	3.4876	3.754	3.7673	4.0196	4.0099	3.4842	3.5691	3.5894	4.0024	3.6675	3.824	3.9084	3.7832	3.8222	3.6411	3.8435	4.0226	3.9518	4.1261	3.5512	3.9725	3.6756	4.1472	4.148	3.3045	3.8297	4.1857	3.6168	3.9009	3.5288	3.6936	3.6915	3.7663	4.0584	3.65	3.6748
"MSH5///MSH5-SAPCD1///SAPCD1"	2.8826	3.4185	4.1261	3.1664	3.5292	3.9921	2.912	2.7546	3.6037	3.2059	3.0756	3.137	2.8394	2.7996	2.4425	3.2864	2.5706	2.915	3.1585	3.1761	3.3575	3.5389	3.1645	2.785	2.516	3.053	3.0307	3.0516	2.7145	3.1051	2.4251	3.1386	3.1321	3.4238	3.2583	3.0655	3.1453	3.597	3.2425	3.1579	3.4692	3.3921	3.2467	3.3064	3.488	3.2154	3.7497	2.8239	2.9769	2.9564	3.0432	3.1987	3.3246	2.9058	2.9451	3.161	2.9684	2.7048	3.8747	3.045	3.8324	3.555	3.2355	2.9693	2.7222	2.8305	3.8607	2.7007	3.1392	3.1356	3.3889	3.7034	3.7724	3.9808	3.1554	3.1839	3.2944	2.9779	3.0229	3.1446	3.8302	4.3198	3.4066	3.3542	3.5483	3.8133	3.3143	3.3548	2.8855	3.1596	2.8599	3.5682	3.1951	2.6128	3.0131	3.6934	3.2552	4.0687	3.6698	3.5686	3.5206	3.7229	3.8009	3.5038	4.0372	3.4402	3.7392
"MTHFS///ST20-MTHFS"	2.3276	2.1924	2.2306	2.1773	1.8882	2.2326	2.1912	2.1169	2.3358	2.116	2.1055	2.1936	2.2821	2.1036	2.2501	2.3609	2.1758	2.2469	2.3592	2.0503	2.1556	2.0344	2.2302	2.3584	2.3109	2.158	2.126	2.2657	2.127	2.2348	2.411	2.3525	2.5424	2.0001	2.2506	2.1148	2.2194	2.0673	2.0275	2.3994	2.1603	2.1125	2.1976	2.0196	2.2527	2.2048	2.0603	2.1302	2.1289	2.3641	2.0168	2.4932	2.3733	2.0414	2.2457	2.2787	2.0818	1.8608	2.145	2.3444	2.4555	2.049	2.0989	2.0934	2.258	2.2557	1.9881	2.4795	2.3293	2.1898	2.5495	2.3061	2.037	2.1174	2.4202	2.2414	2.1914	2.2855	2.1924	2.499	2.1558	1.9712	2.2628	2.1446	2.1166	1.9041	2.3568	2.1435	2.4606	2.2014	2.3484	2.3516	2.4394	2.3019	2.4989	2.2498	2.2279	2.028	1.9359	2.1115	2.1403	2.2609	1.9728	1.9852	2.1242	2.4302	2.0478
"MTUS2-AS1"	4.3743	3.7075	3.6013	3.828	3.7147	3.6353	3.5919	3.852	3.953	4.5097	3.6747	3.98	3.9598	3.8699	4.2846	3.8566	3.7102	4.2461	4.0561	4.6784	3.8786	4.1016	3.8543	4.0238	4.0375	3.6892	3.7535	3.9896	3.7744	3.6714	4.1443	4.0995	4.6862	3.7422	3.9228	3.5325	4.3172	4.3239	4.1935	3.7923	3.9295	3.8923	4.2799	4.1332	3.9291	4.1491	3.6984	3.6712	3.5121	3.4616	3.7909	4.4178	4.2039	3.8507	3.8716	3.5563	4.2451	4.1411	4.3192	3.8263	3.8291	4.3955	3.973	3.6277	4.1697	3.9864	3.7203	4.4289	3.8223	3.9825	3.7849	4.2045	4.1908	4.1319	4.6633	4.0991	4.198	4.6192	4.0992	3.961	3.7853	3.7302	4.2017	4.0254	3.8457	3.6321	3.9757	3.8596	4.3149	4.2637	4.1387	3.6325	3.8137	4.0849	3.8964	4.0263	3.8157	4.1387	3.8374	4.1624	4.021	4.1914	3.8633	3.5903	3.7954	4.2683	3.8294
"MYCNOS"	3.5227	3.7227	3.4714	3.8046	3.4101	3.7614	3.6035	3.6047	3.8952	3.7381	3.4224	3.7251	3.7136	3.6326	3.8385	4.0553	3.7646	3.8845	4.0242	4.1407	3.4901	3.5593	3.6063	3.9008	3.5971	3.8384	3.6269	3.7688	3.757	3.3724	3.5604	3.3588	4.2416	3.6452	4.0102	3.5512	3.7576	3.9636	4.088	3.5775	3.8718	3.6955	3.7696	3.6008	3.8907	4.1513	3.8192	3.7683	3.6143	4.0505	3.5284	4.2263	4.4352	4.0312	4.1211	3.5225	4.0791	3.7299	3.8809	3.5303	3.6534	3.6215	4.1158	3.8734	3.7757	3.6102	3.684	4.0043	3.9496	3.8647	3.6664	3.7861	3.7502	3.5024	3.773	3.6445	3.8477	4.2682	3.8714	4.1646	3.5971	3.6104	3.7087	3.9301	3.5729	3.2788	3.7256	3.8959	3.6748	3.9943	3.7873	3.7747	3.6595	4.0613	4.249	3.686	3.3106	3.6048	3.4509	3.4333	3.6224	3.5458	3.5788	3.5746	3.3187	3.5195	3.6535
"MYLK-AS1"	5.7785	5.5947	5.6684	5.3943	4.991	4.8905	5.6844	5.2841	5.2762	5.6333	5.4895	5.3514	5.4002	5.5456	5.518	5.1389	5.5494	5.6268	5.733	5.6503	5.6748	5.3609	5.0938	5.4412	5.3491	5.308	5.3705	5.2375	5.5514	5.0852	5.4455	5.2003	5.3498	5.1699	5.2821	4.9877	5.4545	5.4946	5.7412	5.0995	5.4699	5.1266	5.6005	5.3852	5.3286	5.58	5.0955	5.0973	5.7218	5.3569	5.3448	6.1037	5.6617	5.4888	5.9375	5.0261	5.9654	6.0716	5.2355	5.5415	4.9905	5.2966	5.4328	5.168	5.296	5.0763	5.0502	5.5848	5.5884	5.2483	5.4209	5.6594	5.2477	5.0066	5.6768	5.3845	5.4344	5.917	5.1213	5.6269	5.1703	5.5318	5.362	5.0766	5.1125	4.881	4.9608	5.4188	5.3832	5.1832	5.2564	5.4578	5.4555	5.8392	5.7797	5.3353	5.2843	5.2656	5.2285	5.1258	5.3153	5.5473	5.1776	5.2947	4.7448	5.1378	5.2884
"MYNN///RP11-362K14.5"	2.1335	2.5781	2.5341	2.3981	2.4913	2.4362	2.105	2.874	2.5273	2.2084	2.6009	2.6748	2.9563	2.8673	2.9872	2.6477	2.8914	2.5848	2.9035	3.0635	2.4712	3.0151	3.2498	2.9574	2.8273	2.5858	3.0348	2.4284	2.6172	2.6601	2.6493	2.8608	2.5941	2.8783	2.6342	2.3976	2.4387	2.3582	2.4617	2.9072	2.6823	2.711	2.7142	2.382	2.1578	2.5336	2.6856	2.3038	2.503	2.4595	2.3316	2.7336	2.8866	2.666	3.0894	2.4303	2.1888	2.9886	2.2128	2.4072	2.341	2.5117	2.9541	3.0517	2.3141	2.8939	2.7326	2.6507	2.4777	2.1377	2.3756	2.2415	2.7848	2.9193	2.9009	3.237	2.5126	3.1104	2.5409	2.5856	2.6339	2.3043	2.5372	2.3236	2.5421	2.9304	2.5959	2.1673	2.5431	2.5428	2.7084	2.6233	2.5691	2.7575	2.4402	2.2649	3.1542	2.7062	2.49	2.6493	2.3601	2.3808	2.5974	2.3894	2.368	2.517	2.383
"N4BP2L2-IT2"	4.0589	4.5662	4.5708	4.2396	3.8805	4.0895	4.0883	4.6507	4.4097	4.4042	4.3431	4.1401	4.4664	4.5358	4.4198	4.2622	4.7519	4.9799	4.569	4.5223	4.7644	4.8787	4.5463	4.8488	4.3852	4.4112	4.5248	4.445	4.2491	4.3879	4.0516	4.1063	4.4738	4.2295	4.5641	4.826	4.5765	5.0607	4.3824	4.7351	4.7753	4.7251	4.8455	4.3408	4.4851	4.2307	4.5125	4.7966	4.5349	4.7581	4.4957	4.5546	4.9226	4.8131	4.3136	4.519	4.8274	4.2894	4.6311	4.4294	4.3297	4.1466	4.6985	5.0876	4.5345	4.4943	4.7397	4.5965	4.2659	4.4408	4.1142	3.9532	4.0443	4.7173	4.6565	4.4228	4.4763	3.8919	4.7044	4.1552	4.2706	4.2161	4.6805	4.9834	4.7708	4.5938	4.5012	4.8804	4.8679	5.2183	4.9308	4.6892	4.8162	4.983	4.8503	4.9882	4.6559	4.7993	4.8778	5.0174	4.6469	4.8575	4.9037	4.6292	4.8213	4.6582	4.6608
"NAALADL2-AS3"	1.7818	1.7412	1.6702	1.5675	1.8763	1.5928	1.6649	1.6635	1.6925	1.7186	1.6082	1.7828	1.7859	1.8793	1.7943	1.5577	1.6146	1.5361	1.6264	1.8728	1.6378	1.8094	1.7466	1.7518	1.8215	1.6557	1.9973	1.6296	1.9264	1.6087	1.6202	1.6072	1.839	1.7423	1.6638	1.4262	1.6912	1.7336	1.7159	1.8728	1.9498	1.697	1.7336	1.7771	1.8358	2.0217	1.8092	1.6129	1.7447	1.6863	2.0023	2.0397	1.7637	1.6294	1.8075	1.5649	1.9055	1.6843	1.83	1.6034	1.5431	1.598	1.7459	1.5865	1.7132	1.7488	1.6424	1.6378	1.7551	1.6305	1.8112	1.8886	1.9536	2.2189	1.7659	1.7566	1.6678	1.6689	1.8496	1.7852	1.7377	1.7002	1.6874	1.5832	1.885	1.4922	1.7212	1.8094	1.6502	1.937	1.7925	1.7676	1.6074	1.7379	1.8693	1.817	1.6638	1.585	1.585	1.5365	1.8522	1.7955	1.6721	1.4488	1.5446	1.5783	1.5858
"NADK2-AS1"	2.7829	2.1834	2.4131	2.3746	2.5661	2.4616	2.6608	2.6678	2.4098	2.8549	2.3567	2.8837	2.66	2.9671	2.3244	2.9744	2.5165	2.4987	2.466	3.125	2.7585	2.5518	2.3557	2.9914	2.3262	2.5916	2.5223	2.6516	2.274	2.1116	2.5019	2.2444	2.3353	2.0149	2.2842	2.205	2.762	2.8672	3.1956	2.3048	2.4509	2.2665	2.6876	2.3024	2.3996	2.4301	2.4303	2.5873	2.3954	2.7695	2.0065	2.7294	2.8968	2.3137	2.6475	2.4094	2.9507	2.8323	2.7274	2.319	2.1125	2.3309	2.5051	2.4019	2.5166	2.8967	2.2185	2.524	2.8575	2.8585	2.9976	2.5841	2.4033	2.9034	2.4609	2.8673	2.5768	2.4177	2.5288	3.029	2.5513	2.4578	2.7959	2.2501	2.5303	2.1551	2.3803	2.4743	2.8256	2.9619	2.6425	2.3757	2.6635	2.8781	2.854	2.4776	2.2584	2.5978	2.5198	2.5701	2.6928	2.8104	2.6885	2.5053	2.3023	2.5293	2.7047
"NALCN-AS1"	5.1075	4.4382	5.0642	4.4177	4.131	3.8797	4.6395	4.7768	4.1652	4.3648	3.8628	3.9544	3.9687	3.8169	4.1585	4.5403	5.3	4.1132	4.1272	4.7342	4.4038	4.0545	3.9865	4.3747	4.3116	4.1424	4.4351	3.9923	3.8001	4.1539	3.7217	4.0386	4.4463	4.0567	3.8755	3.7873	3.9473	4.4934	4.4777	3.9682	4.168	4.1039	4.2408	4.0091	3.6558	3.832	4.1638	4.1882	4.0738	3.9563	3.6413	4.2859	4.628	4.2137	4.021	3.7495	4.3983	4.3714	4.2389	3.7241	4.4259	3.6477	3.7016	4.0011	4.2032	4.0896	3.7085	4.0539	4.1251	3.7342	4.3185	3.8786	3.8904	3.5944	4.3136	4.5047	4.1541	4.0687	4.0483	4.3662	3.7599	3.7727	4.3671	4.4742	3.8781	3.7778	4.106	4.2802	4.1941	3.972	4.8615	3.9587	4.764	3.9745	4.0733	4.0122	3.7775	4.4356	4.1041	4.0908	4.4301	4.2413	4.3744	3.7216	3.97	4.6768	4.5257
"NAPA-AS1"	4.4106	4.6519	4.7031	3.9305	4.4583	4.2784	4.1364	4.2784	3.6256	4.3875	3.9922	3.9834	4.4469	4.1651	4.2119	4.1518	4.1944	4.1286	4.3102	4.9368	4.1675	4.3782	3.9996	4.3418	4.0274	4.0356	4.1541	4.5159	4.139	4.0179	4.0232	4.0632	4.4466	4.1668	4.3194	4.0252	4.3318	4.5318	4.4983	4.2151	4.263	4.0849	4.4009	4.1409	4.173	4.4162	4.3834	4.2058	4.0899	4.1174	4.3258	4.757	4.6624	4.4124	4.4521	4.0413	4.7345	4.5295	4.2584	4.1172	4.0244	4.054	4.4712	4.1223	4.3671	4.1381	4.1716	4.575	4.1221	4.3369	4.2159	4.0823	4.1359	4.249	4.3465	4.5248	4.084	4.3412	4.2208	4.3649	4.0765	4.2166	4.1097	4.0944	4.2037	3.7495	4.0207	3.9313	3.6922	4.2607	4.234	4.0416	4.4417	4.19	4.0867	4.2671	4.0587	4.3284	4.1766	4.1191	4.5654	4.5577	4.5355	4.1607	4.1511	4.2763	4.4758
"NAV2-AS2"	4.5892	3.5913	3.5112	3.7229	2.9005	3.2225	3.1952	3.4824	3.7337	3.6429	3.4721	3.9885	3.8175	3.625	3.6782	3.9964	3.545	3.3568	3.7349	3.6827	3.5302	3.7932	3.4836	3.5503	3.4788	3.4453	3.6427	3.699	3.6369	3.5398	3.4097	3.6317	3.7596	3.3083	3.3749	3.4609	3.4336	3.909	4.4647	3.4578	3.5468	3.7272	3.7501	3.5342	3.5447	3.7232	3.591	3.4513	3.6577	3.9017	3.5867	3.8222	4.5723	3.8366	3.7994	3.287	4.259	3.5352	3.7783	3.4449	3.2352	3.3187	3.6785	3.3331	3.6395	3.5477	3.4384	3.9269	3.4507	3.5846	3.6218	3.5841	3.7097	3.4096	3.4165	3.4805	3.8305	4.0405	3.461	4.1851	3.6681	3.5359	3.8262	3.4522	3.522	3.3479	3.4655	3.5523	3.4747	3.67	4.23	3.6393	3.8262	3.6876	4.1168	3.4619	3.3386	3.5238	3.6706	3.3859	3.4264	3.364	3.5762	3.5002	3.475	3.9684	3.4833
"NAV2-AS4"	5.0837	4.9202	4.5484	5.1096	4.926	4.7274	5.3882	5.0979	5.3975	4.7978	4.6727	5.1098	5.2366	4.8411	4.9727	5.2673	4.9513	4.6012	4.7426	5.6258	4.7541	4.6114	4.8931	5.1458	4.6044	4.6665	4.8237	4.5337	4.8977	4.7307	4.7929	4.7839	4.5911	4.4691	4.8416	4.2597	4.7971	4.9731	5.0209	4.4882	4.9751	4.6776	4.7536	4.7828	4.6053	4.2991	4.3859	4.4369	4.9338	4.7666	4.7826	4.3228	4.7374	5.2514	5.211	4.6424	5.3685	4.7347	4.9274	4.599	5.0539	4.7487	4.6585	4.5574	4.6818	5.0823	4.5168	4.9627	4.5521	5.018	4.5631	4.4415	4.7355	4.7539	4.3419	4.7462	4.725	5.1025	4.8121	4.7032	4.5889	4.65	3.9901	4.4072	4.3888	4.3161	4.8445	4.6418	4.6891	4.6171	4.8005	4.6141	4.8772	5.2354	5.0529	4.5007	4.4056	4.7162	4.6089	4.7849	4.3662	4.0686	4.456	4.5492	4.6118	4.9478	5.0188
"NAV2-AS5"	2.6772	2.6572	2.6603	2.7832	2.241	2.4555	2.565	2.417	2.565	2.6566	2.3329	2.5715	2.4799	2.5105	2.5218	3.1285	2.6195	2.4646	2.373	2.5865	2.66	2.6551	2.4855	3.134	2.8181	2.9861	2.4985	2.4303	2.6848	2.5203	2.8425	2.1397	3.227	2.3332	2.0985	2.1601	2.3646	2.7701	2.6012	2.4048	2.7988	2.5715	2.614	2.1591	2.3171	2.5404	2.481	2.8193	2.3148	2.1125	2.2171	2.7658	2.761	2.3111	2.562	2.6542	2.7273	2.5468	2.4918	2.6063	2.4473	2.3489	2.6624	2.4392	2.2668	2.5407	2.4386	2.7398	2.8874	2.7076	2.5864	2.5554	2.6317	2.8926	2.4614	2.8718	2.7047	2.9188	2.353	2.6224	2.561	2.3572	2.4043	2.4646	2.1994	1.957	2.4931	2.4079	2.4901	2.532	2.2213	2.9459	2.303	2.3145	2.8428	2.1626	2.2502	2.3783	2.6667	2.2127	2.4038	2.7946	2.3702	2.2845	2.2217	3.2195	2.7305
"NAV2-IT1"	3.7059	3.314	3.2396	2.889	3.31	3.5135	3.1357	3.3688	2.8611	3.1041	2.9583	3.3656	3.3099	3.19	3.2493	3.2575	2.8334	2.8489	3.2184	3.113	3.5302	3.4997	3.2339	3.3781	3.1252	3.063	3.0014	3.1462	3.2715	2.8274	3.3477	2.9458	2.9352	3.1687	3.345	3.009	3.1807	3.4206	3.7123	3.1231	3.1876	2.8278	3.3298	3.384	3.1181	2.9579	3.1864	3.1164	3.2666	3.0006	2.9185	3.4312	3.3253	3.427	3.8609	3.0911	3.2446	3.2503	3.1211	2.7585	2.9356	2.9669	2.9293	3.2117	3.2599	3.6324	2.8357	3.459	3.1096	3.4095	3.3565	3.2935	3.4296	2.4343	3.1845	3.1843	3.2977	3.3781	3.3093	3.3479	3.0329	3.3036	3.0472	2.8013	2.841	2.7705	2.6639	3.2676	2.8072	2.8124	2.7873	3.0939	3.1126	3.5385	3.3327	3.0331	2.7923	3.1115	3.21	3.1473	3.2623	3.1231	3.0504	3.0936	3.0395	3.36	3.0028
"NBR2"	4.9193	5.1105	4.885	5.1078	4.9464	5.2301	4.6281	4.9552	5.0072	4.8978	4.8126	4.9224	4.7597	5.1827	4.822	4.9483	5.0498	4.7569	4.901	5.1647	4.6768	4.9905	5.1999	5.1669	4.8135	4.8039	4.6602	4.5704	4.6099	5.0051	4.7984	5.063	4.6589	4.7303	4.816	4.7456	4.9596	4.9778	5.0837	4.9657	4.9766	5.1225	4.7305	4.7133	4.7906	4.4008	4.5753	4.7829	4.7655	5.1706	5.1511	4.7337	4.9161	5.0642	4.9439	4.655	5.1762	5.0977	4.5581	5.2329	5.1035	4.8952	4.6639	5.1403	4.9748	4.9491	5.0364	4.899	5.0965	5.0749	4.7941	4.7826	4.5205	5.2308	4.8543	4.7338	4.666	5.0488	5.0004	5.0201	5.0946	5.13	4.6831	4.5829	4.8403	4.7687	4.6239	4.8966	4.6833	4.6652	4.5672	4.499	4.8442	4.7567	4.7888	4.9983	4.86	5.104	4.8277	4.9617	5.2099	5.0673	4.986	4.7463	4.9702	4.9253	4.8904
"NCAPH2"	4.8814	4.8429	4.9634	4.5644	4.6957	4.8025	4.32	3.8084	4.591	4.5136	4.2591	4.6089	4.6436	4.629	4.7049	4.7215	4.2149	4.5894	4.9714	4.882	4.5263	4.5611	4.6506	4.7519	4.629	4.6812	4.3869	4.1747	4.879	4.426	3.8593	4.2098	4.4946	4.5152	4.5835	4.7123	4.9169	5.0313	4.8222	4.561	4.7718	4.5054	4.7987	4.494	4.0956	4.8971	4.7171	4.1462	4.4234	4.2508	4.5086	4.4478	4.6102	4.7638	4.7381	4.416	5.0997	5.0209	4.8165	4.458	4.5453	5.2642	5.0989	4.8011	5.2644	4.7778	4.494	4.3891	5.0427	4.82	5.1612	5.2941	4.799	4.6646	4.2737	4.5069	4.4486	4.4852	4.5307	5.0889	4.7878	4.8904	4.9723	4.683	4.6124	4.5272	4.6225	4.5676	4.5471	4.9455	4.735	4.4392	4.6469	4.979	4.9517	4.5679	4.7379	4.7307	4.6727	4.4249	4.552	4.8024	4.9688	4.2323	4.9761	4.7189	4.8117
"NCBP2-AS2"	5.9601	6.1523	6.4855	6.4234	6.6981	6.5009	5.6233	6.0527	6.0251	6.2785	6.5275	6.2145	5.7207	5.9871	6.0177	6.0412	6.6081	6.7097	6.0319	5.6796	6.3047	6.1607	5.9668	5.579	5.8157	5.634	5.9362	5.9211	6.0995	6.2817	6.2902	6.4938	5.847	6.3798	5.9375	6.0673	6.0639	6.0504	5.9995	5.9185	6.0126	6.0034	5.7602	5.9088	6.0338	6.037	6.0279	6.2478	6.2415	6.0047	5.9168	5.4629	5.6682	5.9611	5.9306	6.3982	5.4412	6.1594	6.2146	6.1516	6.1914	5.9827	5.8455	5.8541	5.9658	6.2251	6.6164	5.9114	6.2543	5.9271	5.9541	6.2141	6.2232	5.7264	5.7565	5.9827	5.8597	5.5175	6.0251	5.9486	6.3463	6.5813	5.913	6.1136	6.3028	7.0257	5.8641	6.1608	6.1564	5.6728	5.6901	5.9494	5.9123	5.3994	6.1893	6.0373	6.4893	6.1188	5.9311	6.1728	5.8472	6.0112	6.0316	6.1979	6.2525	5.8476	5.79
"NCK1-AS1"	4.4621	4.4186	4.3368	4.7885	4.7388	5.2237	4.9909	5.2365	4.9255	4.5809	4.997	4.7254	3.8131	4.346	3.8341	4.5468	5.1597	4.3335	4.3092	3.8902	4.6298	4.0271	4.2274	3.985	5.1494	4.5805	4.5294	3.8848	4.829	4.582	4.4698	4.2519	3.861	5.368	5.0649	5.1707	4.2549	4.1529	4.099	3.7946	4.2099	3.9951	4.3969	5.2616	5.1659	3.5249	4.0507	4.4978	4.7671	4.7916	5.0308	4.138	3.5883	4.3976	4.6594	4.4856	4.3937	4.5852	4.6425	4.361	4.7516	4.9838	4.1162	4.1705	4.538	3.7739	4.3639	3.8256	3.7651	4.3014	4.8207	4.9557	4.6717	4.2135	4.0712	4.2846	3.696	4.1525	4.2648	4.314	4.7302	4.7424	4.445	4.2362	4.6202	4.6282	4.6397	4.4839	4.3423	3.909	4.2911	4.7498	4.6172	4.1404	4.4891	3.9581	5.1097	4.178	4.5788	4.4437	4.0964	4.4604	4.2755	4.7249	4.5158	4.5423	4.4415
"NCR3LG1///RP1-239B22.5"	2.7249	2.7639	2.626	3.2234	3.1056	2.7973	3.1594	3.1314	2.6673	2.9262	2.9566	2.6025	3.1367	3.1712	2.8171	2.6305	3.1896	2.8783	3.0618	3.4807	2.8129	3.0933	3.4111	3.3805	2.9183	3.0001	2.6231	3.0128	3.125	2.9973	2.7942	2.5796	2.9808	2.806	2.8753	3.0493	3.2755	3.0816	3.2763	2.5942	2.9274	2.7846	3.7294	2.9927	2.5758	2.7682	2.772	3.0798	3.0859	2.9728	2.9415	2.9534	3.2508	3.1707	3.2099	2.9563	3.3618	3.1817	2.7601	3.1225	2.6366	3.0643	3.0709	3.3335	3.3563	2.5368	3.4911	3.1273	2.9615	3.9228	2.9762	2.9129	2.6657	3.2213	2.8447	2.9761	3.2022	3.136	3.0197	3.6853	3.1562	3.0063	3.142	3.9267	3.6907	3.2164	3.1765	3.4434	3.708	3.5658	3.1749	3.61	3.0365	3.609	3.9485	3.0739	3.4508	3.3483	3.8226	2.9804	3.4411	3.6147	3.2336	3.5799	3.3781	3.8061	3.2944
"NCRNA00185///TTTY14"	3.9265	3.9109	3.9147	3.7243	3.6096	3.5921	4.1698	3.9665	3.5605	3.8684	3.523	3.7701	3.9691	3.6371	3.8782	3.9016	4.1669	4.1383	3.5404	4.1628	3.5569	3.306	3.1139	3.6215	3.1213	2.784	3.2359	3.2429	3.4762	2.9517	3.2996	3.5026	3.5523	3.4446	3.5286	3.4077	3.7357	3.8679	3.9379	3.7459	3.883	3.7731	3.8249	3.4782	3.4629	3.719	3.9513	3.5676	3.8387	3.5061	3.3952	3.8291	3.7945	3.4651	3.7229	3.1629	3.7102	3.4428	3.8318	3.3903	3.5165	3.3537	3.4348	3.6275	3.4765	3.3634	3.8332	3.9902	3.4845	3.7055	3.2463	3.6268	2.9217	3.5332	4.2582	3.4562	3.3285	3.3047	3.4458	3.5056	3.1943	3.2362	3.4529	3.6825	3.4684	3.0467	3.4777	3.7635	3.5404	3.6041	3.082	3.2385	3.4248	3.4399	3.3912	3.3591	3.362	3.5467	3.3642	3.032	3.7597	3.9699	3.6636	3.3913	3.2702	4.0832	3.8908
