"GSM648590"	"GSM648591"	"GSM648592"	"GSM648593"	"GSM648594"	"GSM648595"	"GSM648596"	"GSM648597"	"GSM648598"	"GSM648599"	"GSM648600"	"GSM648601"	"GSM648602"	"GSM648603"	"GSM648604"	"GSM648605"	"GSM648606"	"GSM648607"	"GSM648608"	"GSM648609"	"GSM648610"	"GSM648611"	"GSM648612"	"GSM648613"	"GSM648614"	"GSM648615"	"GSM648616"	"GSM648617"	"GSM648618"	"GSM648619"	"GSM648620"	"GSM648621"	"GSM648622"	"GSM648623"	"GSM648624"	"GSM648625"	"GSM648626"	"GSM648627"	"GSM648628"	"GSM648629"	"GSM648630"	"GSM648631"	"GSM648632"	"GSM648633"	"GSM648634"	"GSM648635"	"GSM648636"	"GSM648637"	"GSM648638"	"GSM648639"	"GSM648640"	"GSM648641"	"GSM648642"	"GSM648643"	"GSM648644"	"GSM648645"	"GSM648646"	"GSM648647"	"GSM648648"	"GSM648649"	"GSM648650"	"GSM648651"	"GSM648652"	"GSM648653"	"GSM648654"	"GSM648655"	"GSM648656"	"GSM648657"	"GSM648658"	"GSM648659"	"GSM648660"	"GSM648661"	"GSM648662"	"GSM648663"	"GSM648664"	"GSM648665"	"GSM648666"	"GSM648667"	"GSM648668"	"GSM648669"	"GSM648670"	"GSM648671"	"GSM648672"	"GSM648673"	"GSM648674"	"GSM648675"	"GSM648676"	"GSM648677"	"GSM648678"	"GSM648679"	"GSM648680"	"GSM648681"	"GSM648682"	"GSM648683"	"GSM648684"	"GSM648685"	"GSM648686"	"GSM648687"	"GSM648688"	"GSM648689"	"GSM648690"	"GSM648691"	"GSM648692"	"GSM648693"	"GSM648694"	"GSM648695"	"GSM648696"	"GSM648697"	"GSM648698"	"GSM648699"	"GSM648700"	"GSM648701"	"GSM648702"	"GSM648703"	"GSM648704"	"GSM648705"	"GSM648706"	"GSM648707"	"GSM648708"	"GSM648709"	"GSM648710"	"GSM648711"	"GSM648712"	"GSM648713"	"GSM648714"	"GSM648715"	"GSM648716"	"GSM648717"	"GSM648718"	"GSM648719"
"LOC101927943"	3.7087	3.7813	3.7581	4.306	3.5563	3.2271	3.8888	3.4267	3.887	3.9013	4.4172	3.8952	4.044	3.9196	3.8793	4.144	4.5379	4.4559	4.0949	4.0465	4.4905	3.7918	3.7323	4.0925	4.8541	4.0375	4.0661	4.1618	4.0689	3.8942	3.8031	4.0175	3.8953	3.759	3.874	3.9419	3.7408	4.0836	3.7531	3.9807	4.069	3.723	3.8971	3.6452	3.7175	3.9389	3.5426	3.9119	4.0339	4.0922	3.9549	3.8111	3.7434	4.5237	3.411	3.6653	4.203	3.7389	3.8899	3.8856	3.8334	4.0674	3.6323	3.6949	3.8909	3.6754	4.0524	3.3664	3.5655	3.8356	3.9516	4.0246	4.1225	4.579	3.8725	4.0788	4.1258	3.6354	3.8356	3.5147	4.1932	3.8047	3.4486	3.9174	3.7896	3.5887	3.6568	4.1284	4.1718	3.4608	3.4014	3.693	5.1357	3.8485	4.0117	3.9534	3.5656	4.3823	3.9151	4.0518	3.5506	3.8908	4.093	3.909	4.0309	3.9863	4.2739	4.1554	4.11	4.0503	3.3625	3.7447	3.5063	3.9803	4.491	3.5358	4.3774	3.704	3.7544	4.3723	4.34	3.6367	3.7768	3.6963	3.8738	3.7617	4.117	3.9643	3.644	3.5649
"LOC101927948"	4.4685	3.5466	3.6392	3.971	3.523	3.7412	4.4043	4.2628	4.5594	4.1848	4.3556	4.1017	4.046	3.6605	3.994	4.6985	4.1411	4.0264	4.3891	4.2875	4.1665	4.0245	4.0045	4.1176	4.0577	4.5334	3.9753	3.8949	3.7171	4.198	3.9958	4.0113	3.9867	3.6659	4.4553	4.1451	3.9737	4.0682	3.5052	3.993	3.7337	3.7502	4.1029	3.6772	4.4481	4.0315	3.8122	4.58	3.3099	3.9876	3.8919	4.1562	3.716	4.1209	3.6363	4.1619	4.286	3.9406	3.8919	3.9447	3.9919	3.6807	3.9222	4.1179	3.6873	3.7352	4.7498	3.5754	3.7038	3.752	3.6373	4.0674	3.8398	4.1336	3.8406	3.8461	3.8302	4.2528	3.9772	3.2925	4.1942	3.562	4.1931	3.47	4.0507	3.8668	3.9237	4.0781	3.7506	3.8206	3.9827	3.8098	5.2594	4.4478	3.9585	4.3865	3.2592	3.908	3.6179	3.6083	3.6648	3.8095	3.9425	3.9594	3.9746	3.9451	4.7457	4.5288	3.9229	3.6148	3.5927	3.9854	3.9025	3.9064	4.135	3.7266	5.2279	4.4082	4.2783	4.2834	4.0491	4.005	4.0458	3.8362	4.2286	4.1773	3.6037	4.0602	4.2951	3.6503
"LOC101927950"	6.0839	5.2072	5.7593	5.8506	4.9821	5.7574	5.96	5.7328	6.062	5.7006	5.8975	5.6764	5.6452	5.343	5.7521	5.9868	5.4016	5.4129	5.6101	5.4432	6.0399	5.6196	5.4833	5.2404	5.6123	5.879	5.9774	5.7021	5.4943	5.3802	5.5866	5.5885	5.656	5.2174	5.595	5.5645	5.3451	4.8837	5.4103	5.5727	5.0648	5.0123	5.6725	5.5997	5.8603	5.4893	5.3302	5.6373	5.093	4.9314	5.1752	4.9756	6.046	6.4646	5.4423	6.4414	5.0587	5.5706	5.2683	5.9329	5.3648	5.3902	5.5005	5.9613	5.0672	5.5254	6.3464	5.1976	5.4433	5.3075	5.7536	4.7965	5.6142	4.6482	6.0707	5.6323	5.2611	5.8586	5.6573	5.2149	5.6686	5.3704	5.4884	5.4678	5.4718	5.7815	5.2237	5.6693	5.6021	5.2346	5.5042	5.6664	7.0912	5.8192	5.5749	5.8357	4.5088	5.1134	5.9025	5.2551	4.4331	4.8914	5.4016	5.31	5.6585	5.7716	6.2711	6.037	5.5336	5.044	5.172	5.3247	5.9371	5.293	6.0187	5.6359	6.1707	5.5451	5.6773	5.3869	5.1739	5.4896	5.2854	5.4416	5.7587	5.7069	5.3463	5.5548	5.3934	5.1913
"LOC101927972"	3.1999	2.8555	2.8147	2.6878	2.8488	3.0557	3.1109	2.845	2.8215	2.8899	3.1972	2.892	2.7674	2.6977	2.7331	3.0972	2.924	2.7359	2.9616	2.8338	3.1189	2.762	2.7807	3.0463	3.0804	3.1774	2.8068	3.0841	2.8169	2.9978	2.9258	2.8241	2.7116	2.9619	2.7112	2.8974	2.9633	2.8554	2.9162	2.802	2.9612	2.6776	2.818	2.8444	2.8015	2.8915	2.8131	3.0384	2.9019	3.0572	2.855	2.8363	3.1683	3.1262	2.9874	3.0175	3.1549	3.1102	2.8143	2.9185	2.7623	2.6565	2.94	2.8803	3.313	2.8929	3.1371	3.1912	2.7562	2.9994	2.6684	3.3238	3.1666	3.2181	2.9541	3.0586	2.6545	2.953	2.8284	2.6984	3.2753	3.0542	2.8714	3.0797	2.7402	2.9822	2.9474	3.3969	3.0038	2.8432	2.8179	2.8331	3.1531	2.8269	2.9611	2.6109	3.3983	2.9318	3.0301	3.2848	3.133	2.705	3.1372	2.9546	2.9012	3.4889	2.9597	2.6344	2.9665	2.7565	3.1116	2.945	3.3821	3.0313	3.3269	3.0043	3.7995	2.5311	2.9	2.703	2.6653	2.6657	2.6469	2.8323	2.8008	2.8338	2.6389	2.9484	3.3808	2.8198
"LOC101927974"	5.4224	6.3563	5.6085	6.9374	6.1098	5.7744	6.2085	5.5419	7.4964	6.4367	6.4507	6.6888	7.0644	6.4724	6.0107	5.784	6.3663	7.1703	7.1454	7.0654	6.6048	6.7194	6.1734	5.765	6.8	5.9074	6.1245	6.6106	6.5005	6.2673	5.7773	6.4299	7.1922	6.4323	6.7984	6.5432	6.1363	6.427	6.6652	6.4916	5.8199	5.9169	6.2696	5.5144	6.8622	6.362	7.3037	5.818	5.8746	6.1476	6.0854	6.4073	6.0292	5.8378	5.9371	5.7899	7.3781	6.7913	6.7737	6.0795	5.4425	7.5478	6.2154	6.5234	6.6087	6.7278	5.1601	6.8742	6.6392	6.2668	6.4815	6.4236	6.6143	5.9389	7.354	6.6919	7.548	6.5913	5.5483	5.4665	6.0277	5.1678	5.417	5.8677	5.2953	6.1583	5.965	6.1614	6.1842	5.1078	6.3825	5.7716	6.3884	7.1827	6.8873	7.014	6.0244	6.353	6.6215	6.1549	5.5501	5.4083	5.8622	6.2068	5.9463	7.3165	6.5736	7.6964	6.0457	6.2068	5.5235	6.6853	6.5681	6.3285	6.6392	5.2369	6.1658	6.6149	6.4959	6.619	6.5973	6.8783	6.9224	6.8924	7.7216	5.7106	6.4012	6.0687	5.8283	6.973
"LOC101927988"	2.8629	3.1246	2.9671	2.6135	2.7464	2.5492	2.8053	2.8106	3.1374	2.4683	2.5886	2.5417	2.5015	2.4039	2.2511	2.4992	2.457	2.5642	2.5083	2.3049	3.1326	2.5521	2.4376	2.9501	2.5172	2.5041	2.9	2.8053	2.4645	2.485	2.4244	2.3266	2.4836	2.567	2.4787	2.5059	2.5624	2.9249	2.758	2.7418	2.8018	2.4787	2.7451	2.5077	2.6991	2.6233	2.4422	2.7016	2.9934	2.7007	3.6216	2.9858	2.7579	2.3024	2.8466	2.5781	2.802	2.6503	2.6564	2.426	2.5275	3.2485	2.4905	2.5455	3.2074	2.6615	2.3964	2.5958	2.7441	2.7423	3.2643	2.9792	3.0601	2.9234	3.2519	3.3118	2.752	2.1779	2.4711	2.5697	2.6574	2.6102	2.6912	2.7199	2.6463	2.7803	2.6558	2.5494	2.4839	2.8281	2.6431	2.9147	2.6611	3.552	2.5145	3.4631	2.995	2.8992	3.2218	2.8988	2.5437	3.6322	2.4726	2.5592	2.7168	2.3787	2.6454	3.0047	2.5177	2.5595	2.7744	2.7109	2.6841	2.7694	2.5015	2.5586	2.2917	2.9839	2.655	2.6447	2.5731	2.5385	2.5688	2.5464	2.314	2.6331	2.6471	2.4803	2.5265	2.7031
"LOC101927990"	3.2734	3.1759	3.692	3.9073	3.4626	3.5058	4.1261	3.8713	3.882	3.4376	3.669	3.4567	3.5706	3.2859	3.6011	3.879	3.9276	3.647	3.6927	3.5919	3.7354	3.5636	3.7942	3.3293	3.8947	3.3494	3.9006	3.8442	3.0887	3.3439	3.6182	3.506	3.6578	3.5569	3.9219	3.7281	3.72	3.6532	3.171	3.5248	3.3216	3.3716	3.4374	3.7393	3.7687	3.9064	3.5328	3.7713	2.9853	3.5835	3.1634	3.2072	3.6592	4.0588	3.315	3.7617	3.6803	3.5279	3.4515	3.5288	3.5374	3.5267	3.5038	3.7452	3.3608	3.5227	3.5671	3.1889	3.6059	3.0393	3.7343	3.5554	3.0628	3.2469	3.8669	3.4981	3.4074	3.6547	3.543	3.1826	3.7235	3.4615	3.2554	3.2325	3.6099	3.4626	3.2923	3.4541	3.5592	3.4935	3.6563	3.2909	4.4922	4.243	3.7549	3.6665	3.3107	3.4013	3.7945	3.8427	3.3865	3.2718	3.5872	3.5907	3.795	3.7402	4.3867	3.7162	3.6243	3.2065	3.8515	3.1232	3.3668	3.4024	4.178	3.4748	3.9678	4.0389	3.5411	3.9857	3.7671	3.4453	3.5704	3.5693	3.9615	3.49	3.4447	3.8936	3.5907	3.5039
"LOC101928000"	5.7744	6.735	5.8426	5.7139	6.4564	5.1378	5.7661	6.747	4.7784	5.0444	4.7097	5.3279	5.3446	5.8194	4.9522	5.003	5.7212	5.3022	4.6702	4.7646	4.6504	5.2189	4.8349	5.5291	5.0705	5.4954	5.1344	4.7805	5.7179	5.0698	4.9166	5.0991	5.072	5.0167	4.6871	4.9859	5.7218	5.418	5.7251	5.1141	5.2838	5.1139	5.1098	4.7983	4.8336	5.311	5.8872	5.3013	5.8995	5.2407	5.7415	5.4532	5.698	5.4535	5.9265	6.0781	5.251	5.5137	5.5656	5.7547	5.6238	5.5121	5.666	4.6833	5.5919	5.4754	5.8678	5.3148	5.4427	6.0079	5.8494	5.09	4.8192	5.3597	5.3414	4.5256	5.3682	5.2833	5.2763	5.6005	5.7398	5.8253	5.8299	6.2915	5.9839	5.9208	6.0964	5.7523	6.4337	5.7081	5.3762	5.7637	5.3756	5.1402	4.9486	4.8418	5.759	5.1315	5.9214	5.1507	5.8768	5.221	5.2242	5.198	4.716	5.1493	4.7836	5.2959	5.6763	6.2954	5.8123	5.7445	5.0656	5.8069	5.7198	5.8804	5.2059	5.3299	5.2453	5.287	5.0857	5.1188	5.2248	4.7332	5.4756	5.2763	4.9242	4.7334	5.8868	5.1844
"LOC101928001"	3.1174	2.9018	2.9279	3.0914	2.9292	3.0683	3.028	2.7647	2.989	2.9321	3.1585	3.025	3.016	2.7764	2.8431	3.0792	3.1548	2.8284	2.9213	3.0591	3.0928	2.9721	3.0084	2.9001	3.3558	3.2763	3.1746	3.1775	2.9498	3.1126	3.0156	2.977	3.0606	2.9524	2.8288	2.9566	2.7799	3.1194	2.8047	3.0611	3.005	2.9235	2.8891	2.9135	2.9074	3.0005	3.0304	3.1833	2.9692	3.0919	3.1071	3.0115	3.0193	3.2374	2.899	3.0774	3.1549	2.9664	2.8853	3.0139	2.9978	2.9185	2.8933	2.927	2.9684	3.0852	3.0703	3.0543	2.9777	3.0002	2.897	3.2776	3.2039	3.1703	3.0887	3.1178	3.0302	3.0949	2.9555	2.9096	2.833	2.9412	3.018	2.9737	2.813	3.0816	3.0074	3.0825	3.0574	2.9946	3.0232	2.9436	3.1883	3.3066	3.3872	3.0723	3.077	2.8859	3.0309	2.9333	3.2502	2.7245	2.8849	2.9588	2.8056	3.0724	3.1333	2.906	3.0221	2.9244	2.7996	3.057	3.0576	3.07	3.1377	2.8568	3.3186	2.9322	3.1791	3.1353	2.961	2.7491	2.9786	3.0565	3.0616	3.1563	2.9105	3.0563	2.8492	2.922
"LOC101928002"	3.4298	3.3278	3.4595	3.5333	3.1134	3.4975	4.0204	3.1549	3.2443	3.2875	3.6779	3.2208	3.1265	3.1302	3.0539	3.3104	3.3473	3.0513	3.272	3.1836	3.5105	2.9193	3.0017	3.1113	3.4928	3.5582	3.0044	3.2079	2.925	2.9663	3.1383	2.99	2.9316	2.9344	2.9428	3.5948	3.0561	3.3555	3.1251	2.9962	3.0275	3.1732	3.0448	3.373	3.5299	3.455	3.3496	3.4776	2.9143	3.451	3.217	3.2292	3.7238	4.2042	3.3101	3.8349	3.1588	3.883	3.536	3.4775	3.535	3.1447	3.5533	3.1989	3.1028	3.4124	3.4609	3.1588	3.368	3.3596	3.3989	3.0748	3.0084	3.1384	3.0693	3.0503	3.3913	4.1506	3.4403	3.0348	3.4893	3.1624	3.3122	3.2496	3.3158	3.1928	3.2949	3.8084	3.2501	3.2284	3.3263	3.2375	4.1105	2.8597	3.0692	3.1101	3.1719	3.0977	3.0286	3.1773	3.1686	2.9484	2.8881	3.038	3.0457	3.3342	3.5273	2.9759	3.3235	3.2492	3.1529	3.1479	3.5402	3.2842	4.034	3.7329	3.5144	2.8956	3.5174	3.336	2.8245	2.7331	2.9599	3.085	3.4135	3.7766	2.9544	3.0478	3.3084	3.6475
"LOC101928009"	4.0355	4.2745	4.4361	4.8975	4.517	4.4418	4.4689	4.1972	4.5159	4.1656	4.3043	4.4053	4.2721	3.9201	4.3565	4.5134	4.4294	4.2889	4.2807	4.2426	4.3171	4.1001	4.1229	4.1828	4.2177	4.2639	4.3336	4.2008	4.1947	4.0588	4.2563	4.1047	4.3078	4.4486	4.1896	4.2572	4.4089	4.4053	4.0514	4.2501	3.886	4.1893	4.1225	4.446	4.4757	4.4543	4.463	4.3037	4.4487	4.0655	5.0087	4.1359	4.099	4.3114	4.3876	4.2696	4.3805	4.6551	4.0368	4.0888	4.1066	4.2719	3.9739	4.2965	4.3802	4.2794	4.0255	4.1129	4.3342	4.0613	4.1672	4.4444	4.4144	4.3417	4.1812	4.5733	4.3173	4.4031	4.1386	4.3128	3.9178	4.0236	3.9993	4.2864	4.4461	4.1327	4.1606	5.0686	4.4645	4.3211	4.2836	4.0837	4.8432	4.6578	4.4903	4.7436	4.5577	4.2655	4.6749	4.4134	4.5461	3.9622	4.1874	4.2248	4.0845	4.2362	4.278	4.3959	4.1506	4.6194	4.181	4.2015	4.7059	3.8612	4.533	4.2642	4.4192	4.2913	4.2739	4.372	3.9959	4.2896	4.5528	4.3698	4.4723	4.1819	4.1691	4.2171	4.1208	3.6517
"LOC101928012"	3.3558	2.9116	2.9367	3.0669	2.8969	3.2163	3.2476	2.847	3.3143	3.2257	3.0042	3.1698	3.2023	3.09	3.2751	3.0992	2.9572	3.0551	3.3112	2.9662	3.1188	3.0401	3.1078	3.1361	3.3237	3.0737	3.0649	3.1712	3.0653	3.2965	3.0543	2.9501	3.0706	2.9829	2.9576	3.0582	2.9406	3.3483	3.1604	2.8725	2.9347	3.0981	3.0327	2.9681	3.1122	3.1295	3.0086	3.2509	2.8142	2.9398	2.8782	3.5629	3.044	3.0484	2.817	3.4007	3.3041	3.2123	3.1066	3.3031	2.926	3.0754	3.2225	3.0643	3.2625	3.0366	3.0387	2.9721	3.035	2.9472	3.1201	3.2524	3.0752	3.4375	3.0665	3.2131	2.9301	2.987	3.0582	2.9108	3.0608	2.9832	3.1355	2.8478	3.1143	3.1095	3.1283	2.9311	3.0946	3.0625	3.1042	2.9467	3.3993	3.2638	3.2557	3.0541	2.9823	3.0782	3.0665	3.1109	2.7318	2.7743	3.1032	2.9072	2.997	3.1752	3.1746	2.9019	3.023	2.8781	3.1839	3.0963	3.233	2.8394	3.3739	3.1188	3.0055	3.0441	3.1308	3.2515	2.9039	2.8572	2.8091	3.1968	2.977	2.8706	2.9563	2.9988	3.0502	3.0673
"LOC101928014"	4.4492	4.0781	4.3494	4.7482	4.2797	4.3844	4.6541	4.245	4.3192	4.8914	4.5621	4.6731	4.2353	4.1304	4.4838	4.5102	4.2675	4.2295	4.2301	4.2493	4.8771	4.3212	4.1856	4.5421	4.7476	4.4607	4.5461	4.2955	4.3087	4.2169	4.8292	4.4229	4.4498	4.0853	4.2039	4.4362	4.5347	4.0689	4.362	4.1189	4.3803	4.0814	4.5839	4.5538	4.2864	4.2795	4.4014	4.3947	3.9483	4.5893	4.2688	3.7946	4.7076	5.6216	4.3351	4.6698	4.134	5.248	4.6428	4.245	4.831	4.2096	4.3909	4.0907	4.411	4.3535	4.8611	3.9125	4.2603	4.1484	4.1265	4.4653	4.1566	4.995	4.1628	4.4325	4.4265	4.3437	4.4891	3.9388	4.5714	4.2473	4.5582	3.7727	4.4778	4.1464	4.4286	5.5516	4.6739	4.2003	4.8887	4.421	5.5005	4.4317	4.4586	4.4594	4.3495	4.3997	4.2879	4.3198	4.2144	4.0823	4.4889	4.1367	4.4971	4.8009	4.8313	3.9599	4.3005	4.5733	4.0098	4.3768	4.746	4.5627	4.7847	4.3793	4.6858	4.1737	4.3537	5.0937	4.2989	4.0865	4.1519	4.5235	4.579	4.5788	4.2037	4.6905	4.4432	4.3281
"LOC101928020"	2.8194	2.6469	2.8898	2.7922	2.6883	2.8542	3.0463	2.9306	2.8382	2.9311	2.9573	2.8914	2.899	2.8188	2.7986	3.1265	2.9085	2.762	2.6969	2.9437	3.0553	3.0139	2.823	3.094	2.9739	2.9367	2.8083	2.8321	2.9086	2.9769	3.2901	2.8243	2.8636	2.9072	2.8843	2.8494	2.8537	2.9559	2.5613	2.8141	3.0505	2.735	2.7212	2.7237	2.7842	2.8694	2.8307	3.1962	3.1995	3.0939	2.935	2.7834	3.0861	3.8436	2.4966	3.2395	3.8235	2.9951	2.9629	2.9135	2.8708	2.7306	2.6777	2.8324	2.8904	2.7956	3.0768	2.6205	2.6152	2.8622	2.7593	3.0366	2.9024	2.9295	2.9976	3.276	2.6718	2.9189	2.8983	2.859	3.1071	2.8684	2.9823	2.7518	3.0269	2.7581	2.7253	3.0715	3.3611	3.1095	2.7234	2.9139	3.4881	3.0398	3.1332	2.7798	2.8616	2.9229	2.8862	3.1086	2.9847	2.9152	3.1036	2.8172	2.7487	3.2858	2.9685	2.5832	3.3092	2.6886	2.9565	2.762	3.1046	2.8743	3.4323	3.0383	4.0559	2.7145	2.8928	2.876	2.8365	2.729	3.0248	2.9722	3.1608	3.0914	3.1363	2.9354	2.9501	2.8626
"LOC101928031"	5.2591	4.3054	3.8465	3.7828	3.7075	4.3761	4.2218	3.7731	4.1679	4.0675	3.9208	3.7262	3.9147	3.9275	4.1681	4.1437	4.039	3.6905	3.9007	4.0491	3.8931	4.0784	3.9139	3.9978	4.0124	4.0575	3.8657	4.3747	3.6379	3.7516	3.9129	3.8866	3.9026	3.901	3.7888	3.7474	3.7557	3.6865	3.5728	3.5793	3.9423	3.704	3.8621	3.9882	4.0063	3.798	3.9672	3.7107	3.9734	4.3576	4.334	3.9392	4.4425	4.6533	3.7256	4.5075	4.1746	4.4005	3.9633	3.9004	4.012	4.1349	4.0762	4.0695	3.8086	4.0634	4.1471	3.8669	4.0613	3.8807	3.9825	4.395	3.6713	4.1942	4.2341	3.8057	4.0371	4.2969	4.2737	3.9386	4.0257	4.2393	4.4483	4.2564	3.9491	3.9358	3.9777	4.0699	4.4794	4.4508	3.9318	3.9348	4.1969	4.0004	4.0286	4.3521	3.9669	3.9337	3.817	4.1772	4.0057	3.6124	3.7804	3.8618	3.9261	4.0528	4.1371	4.1164	4.0524	3.97	3.9409	3.9576	4.0875	4.0411	4.5261	4.158	3.97	3.6578	4.4454	3.9266	3.7393	3.8037	3.8701	3.7314	4.1656	4.6644	3.8205	3.9715	4.3985	3.9966
"LOC101928035"	3.2692	3.0275	2.9342	3.3073	3.091	3.008	3.2923	2.9434	3.141	3.1067	3.0692	2.9006	3.122	2.8677	3.0977	3.5056	3.1562	2.8751	3.1413	3.0833	3.1729	2.9267	3.0416	3.1751	3.0518	3.0384	3.1583	3.0869	2.93	2.9764	3.0347	2.9024	3.1454	2.9653	2.8614	3.2747	2.8611	2.9532	2.9641	2.8152	3.2485	2.8313	3.066	2.894	3.2336	3.4962	3.2075	3.585	2.7857	3.1648	2.7685	3.215	3.1629	4.1812	3.0767	3.5201	3.2086	3.2075	3.0433	3.1198	3.3419	2.9162	2.9615	3.1538	2.858	3.013	3.4504	2.9094	3.2472	3.2035	2.9982	3.3227	3.6423	3.5297	3.153	3.0028	3.1289	3.4328	3.3372	2.9764	3.592	2.8703	3.0097	2.7151	3.071	2.9402	3.1116	3.5691	3.0381	3.2845	2.8326	2.8607	4.1307	2.9105	2.9807	3.2216	3.1837	2.9542	2.9993	3.0944	3.4693	2.8812	3.088	2.8362	2.813	3.0886	3.6555	2.9974	3.1055	2.9301	2.9135	3.1883	2.9092	3.2002	3.5285	3.1008	3.5187	2.8091	2.9121	3.0383	2.9024	2.927	2.9779	2.9157	3.4997	3.4469	2.9278	3.0159	3.6093	2.9107
"LOC101928043"	3.8416	3.6233	3.5174	3.7795	3.6376	3.6394	4.0867	3.3817	3.4323	3.5294	4.1208	3.7426	3.5172	3.4819	3.3623	4.0429	3.6844	3.3807	3.6126	3.4486	3.4338	3.566	3.5015	3.885	3.8661	3.8021	3.7772	3.3786	3.8917	3.4631	3.589	3.9523	3.4812	3.6741	3.5547	3.8129	3.611	3.8472	3.6193	3.2418	3.4343	3.5821	3.7014	3.5414	3.8123	3.897	3.6665	3.9522	3.4445	3.8805	4.1194	3.8151	3.7069	4.466	3.3343	4.7103	3.8499	4.0003	3.6735	3.7424	3.6394	3.3983	3.4846	3.4705	3.5919	3.7928	3.6696	3.5341	3.7092	4.005	3.6884	3.5855	3.6627	3.5332	3.7299	4.0495	3.3538	3.7282	3.8414	3.5787	4.0989	3.781	3.6308	3.6944	3.8451	3.4744	3.8744	4.5512	4.3174	3.8583	3.5033	3.6289	3.7215	3.5067	3.5904	3.4753	3.6706	3.6644	3.806	3.9372	3.6868	3.5496	3.535	3.4732	3.4459	3.9328	3.6642	3.7377	3.8699	3.9317	3.6642	3.6193	3.7654	3.7393	4.2232	3.6359	4.0812	3.5069	3.6765	3.8876	3.4978	3.4008	3.245	3.5812	3.7525	4.129	3.2807	3.6679	4.289	3.5274
"LOC101928052"	2.8391	2.5565	2.5271	2.7366	2.4436	2.6441	2.9306	2.4516	2.5045	2.6123	2.7347	2.5818	2.8674	2.39	2.5999	2.7574	2.765	2.3326	2.547	2.5333	2.6045	2.3744	2.414	2.5674	2.7342	2.8993	2.7884	2.7029	2.4179	2.6035	2.6008	2.596	2.6523	2.6483	2.5049	2.724	2.6627	2.5869	2.5585	2.4515	2.6129	2.5325	2.7191	2.6964	2.7089	2.8642	2.628	2.8834	2.637	2.6281	2.6745	2.5798	2.7236	2.997	2.437	2.9235	2.6815	2.6116	2.6651	2.726	2.561	2.4946	2.6461	2.7124	2.6707	2.7463	2.8396	2.7241	3.0238	2.7115	2.6097	2.6741	2.7775	2.6441	2.4543	3.0162	2.4791	2.8882	2.7816	2.4537	2.71	2.5994	2.6581	2.8289	2.6646	2.6054	2.565	2.8575	2.9862	2.6895	2.8407	2.5289	2.5608	2.7094	2.6483	2.5644	2.5893	2.4508	2.9106	3.0872	2.5067	2.5995	2.5518	2.4515	2.8872	2.5957	2.6417	2.5433	2.7579	2.6737	2.5903	2.6851	2.8457	2.6444	3.2445	2.7937	3.0111	2.4461	2.7182	2.8711	2.5503	2.4853	2.5979	2.3907	2.9415	2.9033	2.5911	2.6989	3.2218	2.6339
"LOC101928054"	4.4504	7.0607	6.4858	6.5771	6.3176	5.8968	4.7395	6.1967	6.4478	5.5244	5.4035	5.5457	6.0548	5.7366	5.6308	4.9645	6.4296	6.201	6.0762	5.6968	5.0205	6.4582	5.4563	6.1036	5.9435	6.1112	7.0936	6.0926	5.9609	6.0197	5.5293	6.9957	5.6509	6.5705	6.3936	6.2681	5.8866	5.8857	6.4509	5.5958	7.3957	7.0755	7.1496	5.5308	5.4521	5.5717	5.0637	6.0526	6.5695	7.1907	7.3447	6.9118	5.3906	4.0321	5.8209	4.7822	5.7097	4.9685	5.8204	5.1051	5.3275	6.8253	5.1206	6.147	5.7671	6.154	5.022	5.5881	5.9503	6.1966	4.84	6.6671	5.7195	6.247	6.4935	6.0577	6.6359	5.1261	6.1743	7.4839	6.2612	7.1291	6.6187	7.3101	6.3221	5.8376	6.6383	5.9982	6.1617	6.9827	6.0639	6.098	5.2488	5.7962	5.5947	6.0667	6.7992	7.0085	7.0601	6.6607	7.4306	7.3134	6.748	7.0629	7.098	5.7152	4.9617	6.33	5.9176	7.3558	6.5674	7.2792	5.451	7.3204	4.663	5.6457	4.2241	6.5498	5.9696	5.2365	5.8086	5.7893	6.1182	5.797	4.9835	4.7951	6.468	5.9077	5.7515	5.8761
"LOC101928068"	4.5141	4.144	4.0309	4.1569	4.109	4.3358	4.2837	4.3842	4.6279	4.4293	4.6153	4.1833	4.1857	4.2321	4.3655	4.6832	4.7797	4.1987	4.2525	4.5106	4.5131	4.2982	4.2515	4.3612	4.5818	4.521	4.12	4.5959	4.3754	4.4966	4.2103	4.2696	4.3889	4.3976	4.3167	4.564	4.2397	4.4632	4.0766	4.3794	4.1687	4.0817	4.3986	4.178	4.4059	4.145	4.2414	4.4786	4.0251	4.2521	4.0685	4.261	4.7784	4.7718	4.3154	4.4144	4.7233	3.9454	4.1776	4.3449	4.3406	4.085	4.3036	4.1527	3.903	4.4947	4.6184	4.2641	4.1328	4.3182	4.1978	3.8308	4.1966	4.5347	3.7313	4.2882	4.1717	4.3777	4.5998	3.9446	4.1794	4.153	4.3966	4.2451	4.2616	4.1417	4.5035	4.3742	4.3818	4.3127	4.3895	4.3803	5.0928	4.3186	4.5701	4.5638	4.3613	4.3243	4.505	4.0958	4.0701	4.1757	4.3849	4.2573	4.439	4.6288	4.7564	4.4932	4.5422	4.468	4.0786	4.3072	4.5573	4.2627	4.715	4.3327	4.6745	4.1357	4.7276	4.8249	4.1576	4.1311	4.3236	4.2236	4.5518	4.5428	4.1204	4.2296	4.4232	4.1302
