"ID" "GSM244467"	"GSM244468"	"GSM244469"	"GSM244470"	"GSM244471"	"GSM244472"	"GSM244473"	"GSM244474"	"GSM244475"	"GSM244476"	"GSM244477"	"GSM244478"	"GSM244479"	"GSM244480"	"GSM244481"	"GSM244482"	"GSM244483"	"GSM244484"	"GSM244485"	"GSM244486"	"GSM244487"	"GSM244488"	"GSM244489"	"GSM244490"	"GSM244491"	"GSM244492"	"GSM244493"	"GSM244494"	"GSM244495"	"GSM244496"	"GSM244497"	"GSM244498"	"GSM244499"	"GSM244500"	"GSM244501"	"GSM244502"	"GSM244503"	"GSM244504"	"GSM244505"	"GSM244506"	"GSM244507"	"GSM244508"	"GSM244509"	"GSM244510"	"GSM244511"
"RP11-396F22.1"	0.9239	0.8152	0.9448	0.7076	1.0211	0.7065	0.7574	0.8586	0.9514	0.7347	0.8866	0.8948	0.8743	0.8329	0.6766	0.7972	0.9202	0.7376	0.9049	0.8209	1.025	1.0881	0.8251	0.8385	1	0.9368	0.8757	0.9964	1.2693	1.3932	1.2954	0.7492	1.664	0.7385	1.1773	1.3721	0.9661	1.1427	0.8592	0.8585	1.0281	1.0651	1.2173	0.8746	0.8546
"RP11-397A16.3"	1.1182	1.2845	0.9661	0.9547	0.9967	0.9668	0.9729	1.0255	0.9141	1.0355	2.2418	1.2585	1.2913	1.2249	1.109	1.0533	1.8968	1.1381	0.913	0.9216	1.0976	1	1.097	0.9811	1.0028	0.9321	1.3943	0.9024	1.5182	1.0625	1.0917	1.3092	1.8632	1.1027	1.44	1.3553	1.6182	0.8657	1.2067	1.172	0.9565	0.9296	0.8385	0.9268	1.3136
"RP11-399E6.1"	1.5976	1.3936	0.8847	0.8717	1.3054	0.9464	0.9152	1.0507	1.3666	1.1135	1.0845	1.0502	1.0829	1.0602	0.8999	1.1114	1.231	0.951	1.1546	0.8636	1.1669	1.0716	0.9604	0.8819	1.2161	0.9961	1.0488	1.0426	1.4331	1.5953	0.9932	0.9939	1.7031	0.9387	1.8103	1.7278	1.0623	1.0746	0.8634	1.1838	1.0461	1	0.9932	0.9954	1.2734
"RP11-399O19.9"	1.4954	0.9544	1.2322	1.0981	1.2118	1.1134	1.6112	1.2565	1.1045	1.2845	1.6888	1.6484	1.3878	1.2494	1.6355	1.0522	1.5112	1.4657	1.7785	1.186	1.6208	1.0766	0.8005	0.598	0.8104	0.8101	1.0396	1	1.0809	1.1072	0.8752	1.0213	1.4996	2.1552	1.4831	1.3392	1.606	1.1435	1.2994	1.0591	1.1032	0.7855	1.368	0.9493	2.1303
"RP11-39H13.1"	1.4406	1.3563	1.1621	0.9757	1.2528	1.245	1.5015	1.1233	1.2971	1.4184	1.0143	1.3121	1.3018	1.4206	1.052	0.9359	1.1241	0.9459	0.8743	1.1961	1.6086	1.1865	0.9877	0.7236	1.1862	0.6795	1.0365	1.1905	1.3224	1.3642	0.8557	0.8151	2.4895	0.8525	1.8022	1.5557	1.2745	1.2239	0.6337	1.2009	1	0.969	0.986	1.3005	1.6999
"RP11-3L8.3"	1.0124	1.0364	0.9959	0.8375	0.9315	0.8775	0.9596	1.0076	0.9733	0.9784	1.1838	0.96	0.9482	0.9003	1.0016	1.1058	1.012	1.0133	1.0554	1.1776	1.1064	0.9198	1.0713	1.0751	0.9033	1.0012	1	0.9659	0.7998	0.9303	0.9882	0.8708	1.1119	1.0268	0.9736	1.1739	1.0911	1.0594	1.1163	0.9879	1.0476	1.068	1.0244	1.243	1.1392
"RP11-400N13.1"	1.3793	1.0732	0.5983	0.6597	0.8268	0.8145	0.7231	0.7947	0.9364	0.7309	1.0378	0.8967	0.8545	0.8222	0.9793	0.6267	0.8784	0.671	0.7612	0.7946	0.8991	1.1116	0.8135	0.8073	1.2153	0.7103	0.9204	1	0.8595	1.1532	0.6609	1.0516	0.7929	0.7053	1.0464	1.261	0.8783	0.7615	0.6425	0.7751	0.9564	1	1.0878	1.1579	1.2576
"RP11-400N9.1"	1.0066	0.9476	0.9821	0.7767	0.8666	0.8278	0.8927	0.8986	0.9307	0.8173	1.0041	0.8654	0.9685	1.0255	0.8873	1.1011	0.8559	0.9311	0.8893	0.8585	0.8626	0.854	1.1929	1.271	0.8864	1.2157	0.9861	1	0.9454	1.0271	1.0004	1.0741	1.7552	0.8806	0.8733	0.9052	0.8259	1.1031	0.7367	0.9983	1.0549	0.8596	0.8581	0.9877	0.9977
"RP11-402D21.2"	1.1704	1.0754	0.7738	0.6704	1.1171	0.9632	0.6964	0.6471	0.8474	0.8604	0.9475	0.7486	0.9561	0.7593	0.7688	0.6899	0.8811	0.9173	0.7841	0.6972	0.7847	1.1095	0.8769	0.9603	0.9635	0.9243	0.8966	1.1056	1.2977	1.1771	1.2754	0.8481	0.9766	0.7468	1.0256	1.0157	0.6708	1.2847	0.8614	1.0536	0.8642	1	1.1387	1.106	0.7785
"RP11-403N16.3"	1.1878	1.1215	1.0533	0.7504	1.1725	1.1037	0.8814	0.9575	0.9694	0.9416	1.1363	1.0136	1.1047	0.9551	0.9539	0.8592	1.0864	0.7312	1.0222	0.6926	0.9319	1.4132	0.9182	0.7635	0.9759	0.8875	1	1.0895	1.2776	1.3081	1.1783	1.2115	2.085	0.8457	1.2855	1.1058	0.8575	0.9975	0.826	0.9932	0.9398	0.7785	0.9823	1.2333	0.9375
"RP11-403P17.3"	0.9205	2.1082	1.6206	1.7226	1.384	1.4237	2.1288	1.5083	1.4794	1.0617	2.0454	1.6291	2.1158	2.9676	1.7518	1.5024	2.6182	2.5047	3.2296	1.9647	2.52	1.2922	0.8812	1.104	0.8157	1.1249	0.7819	1.2344	0.9526	0.8394	1.2693	1.1279	1.3801	1.0142	1.2896	1.7651	3.643	1.0722	1.2398	1.4775	0.9496	1.1452	1	0.889	1.1447
"RP11-403P17.4"	1.5246	0.8194	3.2057	1.3365	0.8555	1.3192	1.8694	1.8454	0.8571	1.3282	1.5829	1.7024	1.9943	1.4106	1.4863	2.3646	1.6023	1.172	1.9761	1.163	0.7976	0.7877	0.8869	1.305	0.75	0.9081	1.1845	1	0.8355	0.6611	1.432	1.1551	0.9323	3.9125	0.9364	0.7656	1.3245	0.5435	1.9195	0.6082	1.199	1.7233	1.133	0.7843	1.0161
"RP11-410C4.5"	1.2364	1.1042	1.3201	1.1676	1.0429	1.2281	0.9983	0.9759	1.2175	1.2215	1.7473	1.0546	1.5424	1.1217	1.2466	1.0314	1.3437	1.0531	1.0827	1.1339	1.3182	1.0857	1.1011	1.1812	1.3115	0.9273	1	0.9079	0.9636	0.9039	0.9777	1.044	1.4012	1.1669	1.389	1.5013	1.1328	1.0465	1.1485	1.0884	1.1704	0.954	0.9929	1.3557	1.2795
"RP11-410D17.2"	1.0069	1.1114	1.0568	1.0887	1.322	0.94	1.2436	0.8741	1.0157	0.9726	1.4741	0.9919	1.2184	1.0047	1.1261	1.2782	1.3995	1.0589	1.2269	1.1573	1.5118	0.9718	0.9861	0.7261	0.8721	0.7501	1.028	1.1336	1.1235	1	0.8108	1.0944	1.5028	1.4911	1.2067	1.1549	1.2911	0.9916	1.1554	1.1318	1.1669	1.1928	0.984	1.054	1.1122
"RP11-410E4.1"	0.9055	0.803	1.0229	0.9279	0.9493	1.0066	0.8385	0.8208	0.9806	0.8092	0.9977	0.8691	0.8192	0.8018	0.8318	0.7342	0.9869	0.8429	0.8338	0.8335	0.8541	1	0.8948	0.9389	1.0508	0.8341	1.1072	1.0176	0.8979	0.9919	1.0517	0.8316	0.8936	1.0096	0.9726	0.8993	0.902	0.9052	0.9554	0.824	1.0403	0.9936	1.1919	1.1711	1.0238
"RP11-410L14.2"	1.1557	0.7899	0.8223	1.42	0.8671	1.0057	0.9791	0.8906	1.2448	0.8747	0.9291	1.0255	0.9692	0.8874	1.1323	0.795	1.2664	0.8719	0.9214	1.0523	0.8606	0.9716	1.013	0.9141	0.9104	1.413	1	1.1031	1.1231	1.0316	1.1792	0.8328	0.9807	0.8662	1.0865	0.9413	1.8043	1.0779	0.8121	1.5824	0.9926	0.8678	1.0415	0.9714	1.2888
"RP11-413B19.2"	1.3902	1.1376	0.9849	0.8276	1.0685	0.9863	0.8295	0.8729	1.0994	0.8733	1.1802	1.0063	0.9565	0.9472	1.0095	0.9443	1.2909	1.0142	1.0842	0.7875	0.8703	1.2565	0.8047	0.8721	1.0949	0.9517	1.0783	0.9089	1.008	1.2358	1	1.1114	1.5997	0.9833	1.4792	1.2645	0.8554	0.9578	0.8824	1.4545	0.89	0.9854	0.8251	1.1526	0.9582
"RP11-414H17.5"	0.9954	1.1517	1.1905	1.1919	1.0894	0.8717	1.0856	1.0989	1.0777	1.0956	1.0984	1.1142	1.2032	1.2138	1.1207	1.1195	1.1082	0.8691	1.1315	0.9453	1.1435	0.9253	0.8022	1.0801	1.0219	1.0536	0.9933	0.9245	1.1071	1.0104	0.9617	0.9454	1.236	1.1764	1.3104	1.1321	1.2134	1.3144	1.302	1.1156	0.9714	1.0992	1.0868	1	1.2933
"RP11-416I2.1"	0.9284	1.0791	0.8301	0.734	1.1608	0.9457	1.1659	0.8502	1.0897	0.9897	1.3684	0.9521	0.8503	0.8727	1.0275	0.9376	1.1797	0.9273	1.0397	0.976	0.8852	1.0373	1	0.975	1.0157	0.7912	0.9576	1.0271	1.3247	0.9401	1.0555	0.9138	1.7996	0.8055	1.0085	1.2355	1.2403	0.9566	1.0968	0.8575	0.8538	0.7917	1.0394	1.161	1.0155
"RP11-416N2.4"	1.0051	1.262	0.9544	0.8028	1.1831	1.1148	1.04	1.1546	1.0933	1.2009	1.127	0.8624	1.0344	0.8526	0.8909	1.0016	1.1541	0.8541	1.1773	1.0631	1.0256	1.0571	0.8164	0.7998	0.9	0.987	1.3551	0.9628	1.2312	1	0.7275	1.0835	0.9666	1.032	0.9702	1.4285	1.0092	0.9492	0.9933	1.0715	0.9867	1.0834	1.1814	1.16	0.9851
"RP11-421E14.2"	1.1421	0.9559	1.9917	1.0433	1.0473	1.0467	2.0702	1.1472	1.0826	1.2623	0.989	1.2018	1.3672	1.0487	1.0914	1.2027	1.0073	0.9525	1.1773	1.2251	0.9257	1	0.9702	1.2405	1.1233	1.3326	1.1085	0.9972	0.9332	1.1621	1.3054	1.2973	0.8301	1.5687	1.1	1.1007	1.1606	1.3016	1.3371	1.0526	0.9844	0.9721	0.8311	0.8352	1.0189
"RP11-421F16.3"	1.2767	1.6606	2.2565	1.2317	1.251	1.0705	1.4713	1.0747	1.132	1.2242	1.2699	1.3151	1.6852	1.1143	1.1578	1.2438	1.4913	0.9485	1.2623	1.0216	1.5496	0.9903	0.9074	0.8611	1.0674	0.8384	1.1761	1.3922	1.0009	0.9459	1.0898	1.1353	1.3941	1.6613	1.2823	1.4186	1.3215	1.2903	1.9042	1.0674	1	0.91	0.8617	1.1108	1.1397
"RP11-422P24.11"	0.8913	0.7533	0.8577	1.3188	0.8443	1.0779	0.885	0.8121	0.9598	1.0022	1.1975	1.0226	1.0262	0.9072	0.8936	1.1129	0.8976	1.0743	0.8507	0.8395	1.1231	0.9705	0.9298	0.8763	0.9743	1.6584	0.9467	1.0069	1.3725	1.0949	1	1.0129	1.5101	1.3363	0.8471	1.0594	1.3654	0.9213	1.247	1.0696	1.1728	1.0659	0.9674	0.9201	0.9457
"RP11-425D10.10"	1.0139	1.0012	0.9185	0.9776	1.0989	1.0432	1.0721	1.0537	1.0054	0.9083	1.0924	1.161	1.1551	1.1843	1.166	1.1126	0.7985	1.1321	1.0551	1.1174	1.1176	1.2102	0.9334	0.9193	1.2913	0.9169	0.8626	1.2313	1	0.997	0.9229	1.1189	1.1406	0.9456	1.2545	1.0505	0.9525	1.0076	0.8294	0.9884	1.1287	0.9005	1.3471	1.1341	1.3579
"RP11-426C22.5"	0.609	1.1718	1.4974	0.75	0.781	0.7677	0.8041	0.792	0.869	0.6881	0.9256	0.4929	0.8319	0.5642	0.6201	0.638	0.4737	0.7559	0.7726	0.7118	0.6228	1.0799	0.7863	0.6749	1	1.0452	0.6309	1.1955	1.044	0.8944	0.7646	0.6916	0.5926	0.6034	0.7837	0.6495	0.6863	0.5524	0.8076	0.7083	0.9117	1.0113	1.0029	1.0765	0.5828
"RP11-429B14.4"	1.1244	0.9523	1.0856	0.6902	1.0044	0.88	1.0069	1.0035	0.991	1.0785	1.2337	1.0575	1.1735	1.0229	1.0031	0.834	1.0671	0.8148	1.145	0.8732	1.0353	0.9794	0.7335	0.7802	1.0757	0.7373	1	1.1374	1.614	1.2501	0.9274	0.7134	1.695	1.073	1.367	1.2543	1.2215	1.2138	1.1871	1.2497	0.8214	1.1376	1.056	1.5541	0.9971
"RP11-432J9.6"	0.8297	0.5831	0.513	0.3602	0.5349	0.4542	0.3657	0.6192	0.5165	0.6726	0.4396	0.4883	0.6633	0.5099	0.4818	0.6491	0.4972	0.5332	0.4095	0.494	0.5712	1.3138	0.7078	0.7208	1.6032	0.9522	1.664	0.8661	0.9777	1.8127	0.8504	0.9824	0.8635	0.267	0.7802	0.6676	0.2901	0.8353	0.3431	0.659	1	1.1464	1.0323	1.0879	0.6593
"RP11-433A10.3"	1.2138	1.1173	0.9464	1.2212	1.5895	1.1166	0.9817	0.9814	1.4196	1.2712	1.0252	1.1202	1.4404	1.2353	1.2971	1.1792	1.1184	1.0082	1.2263	0.9701	1.2842	1.1254	0.818	0.7687	1.2187	0.7819	0.8846	0.8861	1.2875	1.2915	1	0.9025	1.2207	0.8268	1.5767	1.5213	1.0693	1.0609	0.9222	1.1912	1.0009	0.9049	1.0258	1.1754	1.7098
"RP11-435O5.5"	1.2563	1.1897	0.9521	0.7163	1.5447	0.951	0.6029	0.7779	1.2039	0.72	1.0542	0.8952	1.1655	0.6522	0.8417	0.8045	1.0079	0.6394	1.3049	0.6562	0.9971	1.2601	0.8476	0.7336	1.3705	0.815	1	0.9107	1.06	1.7243	1.1845	0.8099	1.0359	0.981	1.5061	1.0441	0.7616	1.2905	0.7133	1.1878	0.8931	0.8807	1.0135	1.2543	0.9103
"RP11-436D10.3"	0.627	0.5679	0.6378	0.5162	0.562	0.48	0.4516	0.5711	0.5161	0.5443	0.6209	0.4885	0.4845	0.5223	0.456	0.5889	0.5742	0.428	0.4964	0.3567	0.5424	1.0356	0.8023	0.8179	1.2239	0.8369	1.0359	0.7119	1	1.5806	1.2782	1.1669	0.6108	0.4529	0.5461	0.5413	0.5737	0.5677	0.3946	0.6618	0.7605	0.8202	0.7881	1.1704	0.6325
"RP11-439E19.10"	1.2039	0.9336	0.9463	0.7553	1.0437	1.1588	1.0456	0.9404	1.185	0.8996	1.4116	0.933	1.0028	0.9508	0.8769	1.064	1.4779	1.1129	1.1409	1.1391	1.0063	0.864	0.8644	0.9664	0.8306	1.0583	1.1323	1	0.9426	0.9389	1.1027	1.2008	0.9314	1.1781	1.305	1.0603	0.9704	0.8797	1.0919	1.0151	0.981	1.0161	1.0209	1.2928	1.2023
"RP11-440L14.3"	0.7635	0.8503	1.0195	0.5889	0.8332	0.7114	0.65	0.7497	0.8183	0.8108	0.9553	0.6707	0.9092	0.7802	0.8146	0.9363	0.9313	0.8768	0.8405	0.8221	0.7771	1.0846	1.0164	1.0341	1.0337	0.8385	1	0.8079	1.1432	0.9547	1.0456	1.1095	0.7485	0.6357	0.7802	0.773	0.8783	0.7284	0.7665	0.9158	0.812	0.8743	0.8072	0.8159	0.7763
"RP11-442O18.2"	0.9723	1.1905	0.9434	0.7273	1.0316	0.8418	0.9332	0.9915	0.8689	0.8436	0.9554	0.7869	1.2022	0.9735	0.9729	0.8794	1.1053	0.8462	1.1	0.8792	1.0793	1.0149	0.947	1	0.9202	0.9341	1.0115	1.2771	1.2037	1.4414	0.9045	0.9876	1.4876	0.7768	1.3422	1.299	1.0693	1.2083	0.8793	1.2387	0.9837	1.0555	0.9938	1.0634	0.9598
"RP11-443B7.1"	1.6135	1.7817	9.0151	1.1646	1.41	2.2275	4.6866	1.8991	1.8382	1.7641	5.1633	3.4317	3.609	4.3796	2.79	4.5961	2.5513	3.571	2.5794	3.1419	1.4125	1.0318	0.9079	0.9811	0.8487	1.0006	1.2326	0.9713	0.904	0.9614	0.8675	1.241	1.1829	3.011	1.3403	2.0891	3.1515	0.9099	1.5086	1.8685	1.0002	1.0145	1.1999	1.2483	2.2249
"RP11-443C10.1"	0.9857	1.1479	0.9257	0.7992	1.1798	0.9413	1.0077	0.8584	0.9604	0.7802	1.0698	0.9867	1.0493	0.9351	0.8861	0.943	0.9459	0.8526	1.0651	0.8251	0.9806	1.4657	0.8244	1.1169	1.1027	0.843	1	0.8105	1.4863	1.4452	0.9572	0.913	0.7736	0.7104	0.9084	1.1933	1.2331	0.9062	0.9317	1.0965	1.0219	1.0956	0.8685	0.9453	1.0571
"RP11-445H22.4"	1.8366	1.2176	1.1855	1.0189	1.1798	0.9809	1.0243	1.0048	1.2271	1.008	1.1002	1.2262	1.1409	0.9829	1.1536	1.1093	1.2621	1.3957	1.1551	1.1971	1.2896	1.2331	0.8595	0.6863	1.3236	1.018	0.9146	1	1.5483	1.3125	1.1442	0.7705	1.4985	1.094	1.4632	1.44	1.2189	0.8329	1.149	0.8805	0.8768	0.9186	1.1711	0.8315	1.1529
"RP11-445L13__B.3"	0.9505	1.1931	1.362	0.8025	0.9027	0.8775	0.726	0.9225	0.7466	0.8269	0.8208	1.2088	1.0924	0.8642	0.8733	1.0426	0.9074	1.0522	0.8807	0.864	1.0207	0.9677	0.9165	0.9178	0.9294	1.0267	1	0.9393	1.0851	1.0643	1.2603	0.8828	1.2353	0.9742	1.0108	1.243	1.0334	0.9437	0.8197	0.934	1.2594	1.0782	1.2027	0.8846	0.9518
"RP11-448A19.1"	1.0978	1.0994	0.9664	0.9782	1.0604	1.0175	1.1278	0.8631	1.0947	1.0863	1.0917	0.9443	1.1069	0.8637	0.9209	1.0331	1.2093	0.9934	1.0166	1.0979	1.1964	1.148	0.9097	1.0224	1.0208	0.9515	1.0206	0.8723	1.4233	1.2084	0.9656	0.9979	0.9968	0.9627	1.0919	1.2279	1.0091	0.9855	1.0105	1.051	0.8537	0.9275	1.0735	0.9251	0.9358
"RP11-44F14.8"	0.633	1.5707	1.1494	0.5286	0.6707	0.8473	0.9684	1.1139	1.1061	1.2143	1.2292	0.8439	0.8244	1.5092	1.0142	1.084	0.9559	1.9201	0.8503	1.0088	1.5582	1.7915	1	0.5203	0.8096	0.8825	2.4632	1.2817	0.7893	0.7521	1.0938	0.743	1.0362	0.5846	1.121	1.1919	0.6762	1.0152	0.7221	1.4295	0.8688	1.3941	1.495	1.5429	1.7007
"RP11-44F21.5"	0.8918	1.1417	0.8424	0.8693	0.8456	0.7493	1.0019	0.7269	0.8949	0.949	1.1905	0.9547	0.865	0.8587	0.8931	0.9894	1.2954	0.9225	0.876	1.1118	0.8619	1.1215	0.8009	0.8763	0.8844	1.1987	1.0935	0.9814	0.876	1	0.9405	1.0812	1.1248	0.9108	0.9997	1.0418	0.9518	1.0455	0.8352	0.8752	0.8627	1.096	1.1949	1.0317	1.067
"RP11-44N11.3"	1.2312	1.4325	1.0696	1.4364	1.322	1.0514	1.1131	1.0959	1.1142	1.1474	1.1793	1.15	1.2984	1.3311	1.1621	0.8975	1.1142	0.8743	1.0663	0.9799	1.1241	1.1847	1.0384	0.9677	0.9058	0.5821	0.9093	1.0881	1.0107	0.9362	1.1244	0.8745	1.4511	1.457	1.2196	1.614	1.1552	1.0243	1.2065	1.4408	1	0.8027	1.0029	1.0938	1.419
"RP11-452L6.1"	0.8759	0.6155	1.0048	0.9726	0.9186	1.1938	0.9893	0.8385	0.9702	0.9483	1.0854	0.9446	0.8246	1.0286	0.9636	1.2391	1.0816	0.8746	1.0402	0.8424	0.6276	1.0449	0.845	1.1583	1.0626	0.853	1.2416	1.4126	0.8245	0.8023	1	1.1754	1.0599	1.2962	0.9037	0.7998	0.8107	1.0091	1.1534	0.8328	0.9433	0.9193	1.0809	0.914	0.9154
"RP11-454K7.3"	1.1531	0.9797	1.0453	0.8924	1.0873	0.9189	0.9747	1.2076	0.9826	0.9201	1.2945	1.0876	1.3226	1.058	1.067	0.8913	1.2877	0.8467	1.0832	0.965	1.105	0.8059	0.8015	0.8081	1	0.9276	1.1262	0.9742	1.3932	1.0948	1.0235	1.0243	1.9522	0.9647	1.3561	1.2598	1.1127	0.9823	0.9134	1.0511	1.1	1.0511	0.9488	0.946	1.4978
"RP11-456H18.2"	1.1715	1.386	1.1397	0.8755	1.0986	0.9948	0.7767	0.8746	1.1821	0.8096	0.8567	0.9517	1.3324	0.9889	0.9025	0.9569	1.2349	0.7357	0.943	0.8664	1.1093	1.06	0.9929	0.777	0.9003	0.8397	1.0443	1.0051	1.2249	1.3346	1.1487	0.9243	1.7101	0.8697	1.696	1.7236	0.8478	1.4427	0.7276	0.9271	0.9678	1	0.7442	1.5087	0.9493
"RP11-456O19.2"	1.1625	1.0912	1.0148	0.9115	1.2607	0.9795	1.0204	0.9971	1.1082	1.1279	1.2058	1.0647	1.1917	0.9637	0.8682	1.0475	1.1886	0.9022	0.8635	0.9871	1.1199	0.8227	0.7864	0.751	1.0012	0.6854	1.0088	1.0473	1.3199	1.0298	1.0379	1.0255	1.8818	0.9524	1.2031	1.4426	1.2064	1.1378	1.0001	0.9555	0.9523	0.9584	0.9406	1.0421	1.323
"RP11-457I16.2"	0.8246	0.937	1.0044	0.6487	0.7909	0.8167	0.8015	0.8947	0.7745	0.7525	0.8945	0.7367	0.9536	0.9453	0.7396	0.7425	0.9383	0.6916	0.8232	0.8757	0.8512	1.071	0.8413	0.7129	0.9597	0.8792	1.0569	1.1137	1.1169	1.0149	0.6363	0.9342	1.1541	0.827	0.9013	0.8165	0.9192	1.0387	0.9746	1.0281	0.9095	1.1374	1	1.0545	0.8347
"RP11-457K10.1"	0.8935	1.1084	1.1561	0.7794	0.975	0.9907	0.955	1.0548	0.9233	0.9532	1.0298	1.2579	1.1135	1.1024	0.9918	1.0361	0.9115	0.9837	0.8616	0.9819	1.0089	1.1005	0.993	1.045	1	1.114	0.9177	1.2587	0.9364	0.9601	1.0302	1.0485	1.2577	0.9158	1.069	1.2443	1.2071	1.2173	1.0397	1.0029	0.9311	0.9777	0.965	1.1105	1.0368
"RP11-45M22.3"	1.1522	1.111	0.9698	0.9315	1.0292	0.9557	1.0585	1.2065	1.129	1.0102	1.1643	1.0715	1.3383	1.1605	1.0033	1.0802	1.4069	1.0421	0.9562	0.8152	1.1698	1	0.7319	1.1414	0.9742	0.9517	0.9562	1.0394	1.0733	1.0213	0.7095	0.8604	1.1262	0.7248	1.2208	1.0965	1.0849	1.2534	0.8413	1.0743	0.931	1.0738	1.2463	1.1472	1.2519
"RP11-45M22.5"	1.2506	1.0435	2.2969	1.333	1.0161	1.335	1.147	0.981	0.8787	0.8917	1.2335	1.4872	1.1657	1.0283	1.0405	1.1586	1.3449	1.3205	1.2732	1.0671	0.886	1.0727	0.9799	0.7126	0.8397	0.9034	1.068	0.7375	1	0.9833	1.0295	1.0277	0.852	0.5281	1.2767	1.1394	0.8812	1.0713	1.3606	0.977	1.0437	1.1095	1.0821	0.9756	0.9214
"RP11-461A8.4"	1.2521	0.9555	0.9769	0.741	0.8862	0.9591	0.9571	1.0981	0.9136	0.8565	1.1573	0.8769	1.2609	0.9755	1.0447	0.9202	1.2127	0.9492	0.8716	1.0848	0.9692	0.9646	1.0197	0.919	1	1.0057	0.9565	1.1902	0.9189	1.0121	0.9009	0.7939	1.1536	0.8733	0.9977	0.8335	1.0151	0.898	1.0662	0.951	1.0513	1.3797	0.9464	1.0523	0.8684
"RP11-461L18.1"	1.0365	0.9232	1.1197	0.9972	0.8987	0.9571	0.9512	0.9759	0.8917	0.9752	1.0206	0.8824	0.9698	1.0668	0.9959	0.9755	1.0545	0.9749	1.0247	1.0625	1.06	0.976	0.9883	0.8184	1.0163	1.1606	1	0.9162	0.862	1.0513	0.8096	1.0787	1.2776	0.8908	0.9041	1.1766	0.9206	1.0788	0.897	1.0892	0.982	1.0185	1.1742	1.0654	0.9283
"RP11-464F9.20"	1.0151	1.3555	1.1359	1.402	1.2161	1.229	1.5339	1.1264	1.129	1.2819	1.2346	1.4287	1.5627	1.4223	1.2087	1.4564	1.0136	1.1	1.2634	1.3906	1.1802	0.9663	1.1795	1.2423	1.0148	1.1942	1	0.7863	1.0589	0.9586	0.95	1.0665	2.1916	1.6531	1.1137	1.4391	1.0019	1.1122	1.6156	1.0069	1.1072	0.8242	0.9136	0.7777	1.1847
"RP11-465B22.8"	1.5224	1.0884	0.8085	0.6614	1.6476	1.0986	0.6312	0.7522	1.2405	0.9753	0.6511	0.9363	0.9363	0.8269	0.9936	0.6749	1.0423	0.6716	0.983	0.7562	1.3068	1.5375	0.8732	0.7912	1.3702	1.0744	1	0.822	1.8575	1.348	1.2394	0.8636	1.2695	0.7469	1.8962	1.1747	0.6712	1.3182	0.5804	1.4551	0.83	0.7205	0.7342	1.2574	1.0954
"RP11-466A19.8"	1.2387	1.2221	0.9192	0.9351	0.8227	0.8702	0.7894	0.8644	1.0132	0.8343	0.8829	1.4206	1.058	0.914	0.8811	0.8547	0.9604	1.0211	0.9302	1.1971	1.1272	0.8847	1.0135	1.212	1.0356	0.9169	0.9256	1	1.0091	1.2814	0.8582	1.101	1.749	0.7444	1.6039	1.0625	1.0421	1.199	0.9806	1.5607	1.0845	0.9999	0.9743	0.9157	0.9631
"RP11-467D6.1"	0.9045	0.8785	0.8132	0.9938	0.9046	1.069	0.8689	1.0813	0.8712	1.0516	0.8778	0.8873	1.0044	0.9819	0.8694	0.9105	0.9611	0.8646	0.9548	0.9726	0.9899	0.934	0.8364	1.0719	0.9526	1.1672	1.0013	1.0447	1.0496	0.9087	0.8025	1.1233	1.2926	1.039	1.02	1.0186	1.0177	0.8895	0.9893	0.8779	1	0.9268	0.9454	1.0203	1.0537
"RP11-468E2.5"	0.8287	0.8372	1.0319	0.8335	0.6167	1.8177	0.6199	0.985	0.8073	0.7272	0.9779	1.5057	0.7092	1.0346	2.1039	0.7931	0.953	1.7096	1.2398	1.9081	0.6081	0.9144	0.9677	0.7937	0.8659	1.2152	1	1.1459	0.6908	1.0628	0.9172	0.8862	0.7183	1.31	1.1938	0.8566	0.9999	0.6891	0.8339	0.7969	1.3471	1.746	1.2868	1.0712	1.0381
"RP11-470M17.2"	1.4935	1.1618	1.1853	0.947	1.0226	1.0514	1.2603	1.0373	1.0015	1.04	1.6004	0.9897	1.2649	1.1171	1.1336	1.0892	1.4345	1.226	1.2669	1.2219	1.2769	0.929	0.7925	0.93	0.8031	0.9398	1.1068	1.0118	1.0136	1.0052	1.0026	1.0426	1.2447	0.9639	1.115	1.3205	1.1093	0.8577	0.926	0.8707	0.8086	0.9726	1	1.1084	1.4738
"RP11-471B22.2"	1.5618	1.4596	1.5988	1.1687	1.5304	1.5228	1.8776	1.9888	1.4389	1.6534	1.1878	1.3838	1.3775	1.4764	1.5879	1.1766	1.0459	1.1047	1.3878	1.094	1.5587	1.0058	0.9518	1.1316	1.0856	0.9824	0.8148	1	1.5359	0.9442	1.2207	1.3453	1.7326	2.2059	1.6234	1.9658	0.8865	1.2788	1.6737	1.2732	1.2356	0.8052	0.9813	0.9913	1.7572
"RP11-471M2.3"	1.0758	1.0468	1.0537	1.1971	1.0007	0.9362	0.8917	1.2574	0.8712	1.0225	1.2092	1.1084	1.0051	0.8766	1.0865	0.9769	1.0293	1.0464	1.2092	1.2301	1.1358	1.0851	0.9394	0.9959	1	0.9657	1.1519	1.0862	1.0026	0.8545	1.4012	0.9573	1.2754	1.1884	0.9767	0.9677	1.3926	0.8433	1.1052	0.8814	0.9796	1.1867	1.1411	0.946	1.1055
